order_item_id,order_id,menu_item_id,quantity,unit_price,discount_amount,line_total,quarantine_reason
147730,14773,108,1,685.82,0.0,685.82,Unknown order_id
149521,14953,117,1,913.62,0.0,913.62,Unknown order_id
149522,14953,77,2,930.15,0.0,1860.3,Unknown order_id
149523,14953,17,1,560.43,0.0,560.43,Unknown order_id
149524,14953,57,1,655.32,0.0,655.32,Unknown order_id
149525,14953,17,1,579.92,0.0,579.92,Unknown order_id
149526,14953,17,2,609.46,0.0,1218.92,Unknown order_id
149527,14953,117,1,871.02,0.0,871.02,Unknown order_id
149528,14953,17,1,593.38,0.0,593.38,Unknown order_id
149529,14953,97,1,802.72,0.0,802.72,Unknown order_id
149530,14953,117,1,882.68,0.0,882.68,Unknown order_id
154951,15496,40,1,695.83,0.0,695.83,Unknown order_id
154952,15496,80,2,281.78,0.0,563.56,Unknown order_id
154953,15496,40,4,700.41,0.0,2801.64,Unknown order_id
154954,15496,100,1,801.19,0.0,801.19,Unknown order_id
154955,15496,140,1,285.37,0.0,285.37,Unknown order_id
154956,15496,60,1,762.88,38.14,762.88,Unknown order_id
154957,15496,20,1,583.28,0.0,583.28,Unknown order_id
154958,15496,60,1,783.51,0.0,783.51,Unknown order_id
154959,15496,80,2,272.64,0.0,545.28,Unknown order_id
154960,15496,80,3,266.14,0.0,798.42,Unknown order_id
158681,15869,117,2,844.37,0.0,1688.74,Unknown order_id
158682,15869,77,1,967.84,0.0,967.84,Unknown order_id
158683,15869,57,3,645.72,0.0,1937.16,Unknown order_id
158684,15869,17,1,586.22,0.0,586.22,Unknown order_id
158685,15869,137,2,813.35,0.0,1626.7,Unknown order_id
158686,15869,117,1,878.48,0.0,878.48,Unknown order_id
158687,15869,117,1,889.49,0.0,889.49,Unknown order_id
158688,15869,77,1,980.48,0.0,980.48,Unknown order_id
158689,15869,137,1,859.18,0.0,859.18,Unknown order_id
158690,15869,17,2,574.55,0.0,1149.1,Unknown order_id
190011,19002,80,2,275.33,0.0,550.66,Unknown order_id
190012,19002,80,1,272.9,0.0,272.9,Unknown order_id
190013,19002,20,1,571.68,114.34,571.68,Unknown order_id
190014,19002,140,2,291.85,0.0,583.7,Unknown order_id
190015,19002,120,1,537.44,0.0,537.44,Unknown order_id
190016,19002,140,2,270.4,0.0,540.8,Unknown order_id
190017,19002,140,1,275.06,0.0,275.06,Unknown order_id
190018,19002,140,1,273.45,0.0,273.45,Unknown order_id
190019,19002,80,1,279.65,0.0,279.65,Unknown order_id
190020,19002,140,2,292.72,0.0,585.44,Unknown order_id
201711,20172,112,1,1706.31,0.0,1706.31,Unknown order_id
201712,20172,112,3,1795.34,0.0,5386.02,Unknown order_id
201713,20172,52,1,868.17,0.0,868.17,Unknown order_id
201714,20172,132,1,1795.51,0.0,1795.51,Unknown order_id
201715,20172,112,1,1789.96,0.0,1789.96,Unknown order_id
201716,20172,112,1,1810.67,0.0,1810.67,Unknown order_id
201717,20172,112,2,1782.13,0.0,3564.26,Unknown order_id
201718,20172,12,2,1450.82,0.0,2901.64,Unknown order_id
201719,20172,12,1,1539.65,0.0,1539.65,Unknown order_id
201720,20172,112,1,1844.09,0.0,1844.09,Unknown order_id
209031,20904,74,3,448.32,0.0,1344.96,Unknown order_id
209032,20904,114,2,845.23,0.0,1690.46,Unknown order_id
209033,20904,74,1,447.43,0.0,447.43,Unknown order_id
209034,20904,14,1,416.14,0.0,416.14,Unknown order_id
209035,20904,114,1,831.48,0.0,831.48,Unknown order_id
209036,20904,54,1,326.35,0.0,326.35,Unknown order_id
209037,20904,14,1,424.78,0.0,424.78,Unknown order_id
209038,20904,74,1,430.59,0.0,430.59,Unknown order_id
209039,20904,94,2,749.3,0.0,1498.6,Unknown order_id
209040,20904,34,1,758.51,0.0,758.51,Unknown order_id
218161,21817,106,2,735.76,367.88,1471.52,Unknown order_id
218162,21817,6,2,790.04,0.0,1580.08,Unknown order_id
218163,21817,86,2,778.96,0.0,1557.92,Unknown order_id
218164,21817,26,1,1021.21,0.0,1021.21,Unknown order_id
218165,21817,26,1,1040.9,0.0,1040.9,Unknown order_id
218166,21817,6,1,794.66,0.0,794.66,Unknown order_id
218167,21817,6,1,756.32,0.0,756.32,Unknown order_id
218168,21817,46,1,1238.42,0.0,1238.42,Unknown order_id
218169,21817,26,4,1033.64,0.0,4134.56,Unknown order_id
218170,21817,6,1,802.94,0.0,802.94,Unknown order_id
223591,22360,44,1,677.86,0.0,677.86,Unknown order_id
223592,22360,104,1,393.92,0.0,393.92,Unknown order_id
223593,22360,144,1,432.62,0.0,432.62,Unknown order_id
223594,22360,64,1,420.56,0.0,420.56,Unknown order_id
223595,22360,44,1,696.34,0.0,696.34,Unknown order_id
223596,22360,4,1,370.43,0.0,370.43,Unknown order_id
223597,22360,64,2,405.36,0.0,810.72,Unknown order_id
223598,22360,44,1,692.94,0.0,692.94,Unknown order_id
223599,22360,64,1,386.67,0.0,386.67,Unknown order_id
223600,22360,44,1,716.65,0.0,716.65,Unknown order_id
226581,22659,78,1,422.71,0.0,422.71,Unknown order_id
226582,22659,138,1,274.97,0.0,274.97,Unknown order_id
226583,22659,78,1,418.42,0.0,418.42,Unknown order_id
226584,22659,98,1,691.93,0.0,691.93,Unknown order_id
226585,22659,98,2,665.48,0.0,1330.96,Unknown order_id
226586,22659,98,2,677.94,0.0,1355.88,Unknown order_id
226587,22659,98,4,671.99,0.0,2687.96,Unknown order_id
226588,22659,98,1,692.69,0.0,692.69,Unknown order_id
226589,22659,98,1,687.23,0.0,687.23,Unknown order_id
226590,22659,98,1,681.11,0.0,681.11,Unknown order_id
255191,25520,128,1,664.06,0.0,664.06,Unknown order_id
255192,25520,68,3,289.28,0.0,867.84,Unknown order_id
255193,25520,148,2,577.28,0.0,1154.56,Unknown order_id
255194,25520,148,1,556.87,0.0,556.87,Unknown order_id
255195,25520,48,1,464.62,0.0,464.62,Unknown order_id
255196,25520,108,1,676.57,0.0,676.57,Unknown order_id
255197,25520,8,3,495.89,0.0,1487.67,Unknown order_id
255198,25520,148,1,534.98,0.0,534.98,Unknown order_id
255199,25520,108,1,699.21,0.0,699.21,Unknown order_id
255200,25520,148,1,568.32,0.0,568.32,Unknown order_id
255611,25562,116,1,1096.55,0.0,1096.55,Unknown order_id
255612,25562,136,2,924.95,0.0,1849.9,Unknown order_id
255613,25562,116,2,1062.02,0.0,2124.04,Unknown order_id
255614,25562,36,1,924.6,0.0,924.6,Unknown order_id
255615,25562,36,1,932.07,0.0,932.07,Unknown order_id
255616,25562,36,1,947.38,0.0,947.38,Unknown order_id
255617,25562,56,2,690.44,0.0,1380.88,Unknown order_id
255618,25562,76,2,743.74,0.0,1487.48,Unknown order_id
255619,25562,16,1,998.24,0.0,998.24,Unknown order_id
255620,25562,16,1,916.8,0.0,916.8,Unknown order_id
282211,28222,64,2,423.71,0.0,847.42,Unknown order_id
282212,28222,64,1,405.3,0.0,405.3,Unknown order_id
282213,28222,24,2,786.35,0.0,1572.7,Unknown order_id
282214,28222,124,2,345.39,0.0,690.78,Unknown order_id
282215,28222,84,2,805.95,0.0,1611.9,Unknown order_id
282216,28222,44,1,731.81,0.0,731.81,Unknown order_id
282217,28222,24,1,755.42,0.0,755.42,Unknown order_id
282218,28222,124,4,362.73,0.0,1450.92,Unknown order_id
282219,28222,64,2,422.1,0.0,844.2,Unknown order_id
282220,28222,104,2,373.16,0.0,746.32,Unknown order_id
314871,31488,119,3,239.53,0.0,718.59,Unknown order_id
314872,31488,139,1,236.62,0.0,236.62,Unknown order_id
314873,31488,139,1,239.31,0.0,239.31,Unknown order_id
314874,31488,119,1,237.55,0.0,237.55,Unknown order_id
314875,31488,19,2,298.13,0.0,596.26,Unknown order_id
314876,31488,79,3,209.37,0.0,628.11,Unknown order_id
314877,31488,139,1,227.04,0.0,227.04,Unknown order_id
314878,31488,79,1,196.95,0.0,196.95,Unknown order_id
314879,31488,139,1,222.52,0.0,222.52,Unknown order_id
314880,31488,79,1,209.07,0.0,209.07,Unknown order_id
317631,31764,130,3,640.07,0.0,1920.21,Unknown order_id
317632,31764,10,1,373.53,0.0,373.53,Unknown order_id
317633,31764,90,2,372.27,0.0,744.54,Unknown order_id
317634,31764,30,1,485.86,0.0,485.86,Unknown order_id
317635,31764,110,1,390.44,0.0,390.44,Unknown order_id
317636,31764,90,1,378.49,0.0,378.49,Unknown order_id
317637,31764,10,2,344.7,0.0,689.4,Unknown order_id
317638,31764,110,1,390.83,0.0,390.83,Unknown order_id
317639,31764,10,1,348.04,0.0,348.04,Unknown order_id
317640,31764,10,2,365.34,0.0,730.68,Unknown order_id
318191,31820,110,1,408.27,0.0,408.27,Unknown order_id
318192,31820,10,2,347.76,0.0,695.52,Unknown order_id
318193,31820,150,1,675.45,0.0,675.45,Unknown order_id
318194,31820,50,4,300.17,0.0,1200.68,Unknown order_id
318195,31820,130,3,664.34,0.0,1993.02,Unknown order_id
318196,31820,110,1,383.5,0.0,383.5,Unknown order_id
318197,31820,90,2,344.76,0.0,689.52,Unknown order_id
318198,31820,10,2,350.92,0.0,701.84,Unknown order_id
318199,31820,130,2,654.61,0.0,1309.22,Unknown order_id
318200,31820,10,1,364.59,0.0,364.59,Unknown order_id
322831,32284,103,1,802.42,0.0,802.42,Unknown order_id
322832,32284,63,3,851.22,0.0,2553.66,Unknown order_id
322833,32284,103,1,814.78,0.0,814.78,Unknown order_id
322834,32284,103,1,820.44,0.0,820.44,Unknown order_id
322835,32284,43,1,774.0,0.0,774.0,Unknown order_id
322836,32284,103,1,793.56,0.0,793.56,Unknown order_id
322837,32284,103,3,798.83,0.0,2396.49,Unknown order_id
322838,32284,63,1,847.68,0.0,847.68,Unknown order_id
322839,32284,143,1,627.96,0.0,627.96,Unknown order_id
322840,32284,63,4,878.38,0.0,3513.52,Unknown order_id
324941,32495,133,1,914.94,0.0,914.94,Unknown order_id
324942,32495,13,2,577.41,0.0,1154.82,Unknown order_id
324943,32495,113,1,494.17,0.0,494.17,Unknown order_id
324944,32495,13,1,588.71,0.0,588.71,Unknown order_id
324945,32495,13,0,583.1,0.0,583.1,Unknown order_id
324946,32495,133,1,900.65,0.0,900.65,Unknown order_id
324947,32495,133,1,956.88,0.0,956.88,Unknown order_id
324948,32495,133,1,886.09,0.0,886.09,Unknown order_id
324949,32495,73,2,387.38,0.0,774.76,Unknown order_id
324950,32495,133,3,914.25,0.0,2742.75,Unknown order_id
325561,32557,22,1,823.25,0.0,823.25,Unknown order_id
325562,32557,22,3,829.91,0.0,2489.73,Unknown order_id
325563,32557,102,1,1645.84,0.0,1645.84,Unknown order_id
325564,32557,22,1,830.59,0.0,830.59,Unknown order_id
325565,32557,142,2,1628.16,0.0,3256.32,Unknown order_id
325566,32557,142,1,1723.54,0.0,1723.54,Unknown order_id
325567,32557,22,1,830.97,0.0,830.97,Unknown order_id
325568,32557,142,2,1590.93,0.0,3181.86,Unknown order_id
325569,32557,42,1,745.93,0.0,745.93,Unknown order_id
325570,32557,62,3,1294.57,0.0,3883.71,Unknown order_id
325971,32598,127,1,754.69,0.0,754.69,Unknown order_id
325972,32598,7,1,1018.06,0.0,1018.06,Unknown order_id
325973,32598,127,1,739.31,0.0,739.31,Unknown order_id
325974,32598,127,1,755.07,0.0,755.07,Unknown order_id
325975,32598,27,1,705.43,0.0,705.43,Unknown order_id
325976,32598,127,1,740.77,0.0,740.77,Unknown order_id
325977,32598,27,1,710.3,0.0,710.3,Unknown order_id
325978,32598,127,1,749.87,0.0,749.87,Unknown order_id
325979,32598,127,1,730.57,0.0,730.57,Unknown order_id
325980,32598,107,1,909.76,0.0,909.76,Unknown order_id
349081,34909,48,1,453.53,0.0,453.53,Unknown order_id
349082,34909,148,1,530.54,0.0,530.54,Unknown order_id
349083,34909,68,1,294.98,0.0,294.98,Unknown order_id
349084,34909,28,1,772.63,0.0,772.63,Unknown order_id
349085,34909,68,2,314.45,0.0,628.9,Unknown order_id
349086,34909,48,2,439.65,0.0,879.3,Unknown order_id
349087,34909,68,2,315.97,0.0,631.94,Unknown order_id
349088,34909,48,2,462.73,0.0,925.46,Unknown order_id
349089,34909,48,1,422.61,0.0,422.61,Unknown order_id
349090,34909,68,1,308.62,0.0,308.62,Unknown order_id
357961,35797,110,1,407.55,0.0,407.55,Unknown order_id
357962,35797,150,1,670.65,0.0,670.65,Unknown order_id
357963,35797,150,1,677.97,0.0,677.97,Unknown order_id
357964,35797,90,1,343.16,0.0,343.16,Unknown order_id
357965,35797,10,1,351.64,0.0,351.64,Unknown order_id
357966,35797,110,1,390.84,0.0,390.84,Unknown order_id
357967,35797,10,1,368.35,0.0,368.35,Unknown order_id
357968,35797,130,1,622.36,0.0,622.36,Unknown order_id
357969,35797,150,3,720.58,0.0,2161.74,Unknown order_id
357970,35797,90,2,361.1,0.0,722.2,Unknown order_id
368421,36843,36,2,875.6,0.0,1751.2,Unknown order_id
368422,36843,16,1,974.97,0.0,974.97,Unknown order_id
368423,36843,16,1,937.43,0.0,937.43,Unknown order_id
368424,36843,116,2,1012.31,0.0,2024.62,Unknown order_id
368425,36843,116,1,1016.66,0.0,1016.66,Unknown order_id
368426,36843,76,1,764.87,0.0,764.87,Unknown order_id
368427,36843,76,2,761.26,0.0,1522.52,Unknown order_id
368428,36843,116,1,1091.15,0.0,1091.15,Unknown order_id
368429,36843,36,1,880.12,0.0,880.12,Unknown order_id
368430,36843,116,1,1102.0,0.0,1102.0,Unknown order_id
368491,36850,20,1,581.68,0.0,581.68,Unknown order_id
368492,36850,100,2,849.6,0.0,1699.2,Unknown order_id
368493,36850,140,1,286.03,0.0,286.03,Unknown order_id
368494,36850,140,1,289.47,0.0,289.47,Unknown order_id
368495,36850,20,1,560.66,0.0,560.66,Unknown order_id
368496,36850,140,2,289.78,0.0,579.56,Unknown order_id
368497,36850,80,1,283.73,0.0,283.73,Unknown order_id
368498,36850,80,1,280.28,0.0,280.28,Unknown order_id
368499,36850,140,1,287.19,0.0,287.19,Unknown order_id
368500,36850,120,1,568.85,0.0,568.85,Unknown order_id
378331,37834,112,2,1831.91,0.0,3663.82,Unknown order_id
378332,37834,32,4,1708.33,0.0,6833.32,Unknown order_id
378333,37834,112,1,1771.9,0.0,1771.9,Unknown order_id
378334,37834,92,2,1114.25,0.0,2228.5,Unknown order_id
378335,37834,112,2,1743.28,0.0,3486.56,Unknown order_id
378336,37834,52,1,863.6,0.0,863.6,Unknown order_id
378337,37834,52,1,867.47,0.0,867.47,Unknown order_id
378338,37834,12,2,1523.51,0.0,3047.02,Unknown order_id
378339,37834,72,1,726.57,0.0,726.57,Unknown order_id
378340,37834,132,1,1789.37,0.0,1789.37,Unknown order_id
381441,38145,117,1,860.15,0.0,860.15,Unknown order_id
381442,38145,137,2,871.0,0.0,1742.0,Unknown order_id
381443,38145,117,1,850.79,0.0,850.79,Unknown order_id
381444,38145,117,1,841.94,0.0,841.94,Unknown order_id
381445,38145,77,3,1020.79,0.0,3062.37,Unknown order_id
381446,38145,17,1,565.09,0.0,565.09,Unknown order_id
381447,38145,17,1,585.71,0.0,585.71,Unknown order_id
381448,38145,77,1,943.57,0.0,943.57,Unknown order_id
381449,38145,117,1,903.94,0.0,903.94,Unknown order_id
381450,38145,77,3,946.53,0.0,2839.59,Unknown order_id
393511,39352,90,1,351.93,0.0,351.93,Unknown order_id
393512,39352,90,1,358.77,0.0,358.77,Unknown order_id
393513,39352,110,1,394.94,0.0,394.94,Unknown order_id
393514,39352,130,1,667.7,0.0,667.7,Unknown order_id
393515,39352,110,1,387.59,0.0,387.59,Unknown order_id
393516,39352,150,2,714.31,0.0,1428.62,Unknown order_id
393517,39352,110,1,389.56,0.0,389.56,Unknown order_id
393518,39352,10,1,360.29,0.0,360.29,Unknown order_id
393519,39352,10,1,366.14,0.0,366.14,Unknown order_id
393520,39352,90,1,353.42,0.0,353.42,Unknown order_id
395021,39503,48,1,425.43,0.0,425.43,Unknown order_id
395022,39503,88,1,385.53,0.0,385.53,Unknown order_id
395023,39503,148,1,584.06,0.0,584.06,Unknown order_id
395024,39503,88,1,378.21,0.0,378.21,Unknown order_id
395025,39503,8,1,488.81,0.0,488.81,Unknown order_id
395026,39503,8,1,462.65,0.0,462.65,Unknown order_id
395027,39503,68,1,312.55,0.0,312.55,Unknown order_id
395028,39503,108,1,648.57,0.0,648.57,Unknown order_id
395029,39503,8,2,497.53,0.0,995.06,Unknown order_id
395030,39503,108,1,696.32,0.0,696.32,Unknown order_id
399121,39913,19,2,312.85,0.0,625.7,Unknown order_id
399122,39913,119,2,243.89,0.0,487.78,Unknown order_id
399123,39913,139,1,224.61,0.0,224.61,Unknown order_id
399124,39913,139,1,229.64,0.0,229.64,Unknown order_id
399125,39913,139,2,241.92,0.0,483.84,Unknown order_id
399126,39913,139,2,229.89,0.0,459.78,Unknown order_id
399127,39913,39,1,223.47,0.0,223.47,Unknown order_id
399128,39913,119,1,251.94,0.0,251.94,Unknown order_id
399129,39913,139,1,243.69,0.0,243.69,Unknown order_id
399130,39913,139,3,226.28,0.0,678.84,Unknown order_id
400621,40063,116,3,1011.52,0.0,3034.56,Unknown order_id
400622,40063,116,1,1093.82,0.0,1093.82,Unknown order_id
400623,40063,116,1,1056.12,0.0,1056.12,Unknown order_id
400624,40063,16,1,919.26,0.0,919.26,Unknown order_id
400625,40063,76,1,758.84,0.0,758.84,Unknown order_id
400626,40063,116,1,1075.22,0.0,1075.22,Unknown order_id
400627,40063,116,1,1013.62,0.0,1013.62,Unknown order_id
400628,40063,76,2,752.34,0.0,1504.68,Unknown order_id
400629,40063,76,1,771.45,0.0,771.45,Unknown order_id
400630,40063,76,1,768.29,0.0,768.29,Unknown order_id
403001,40301,128,1,674.17,0.0,674.17,Unknown order_id
403002,40301,148,2,573.12,0.0,1146.24,Unknown order_id
403003,40301,148,3,563.38,0.0,1690.14,Unknown order_id
403004,40301,108,1,687.31,0.0,687.31,Unknown order_id
403005,40301,108,1,657.8,0.0,657.8,Unknown order_id
403006,40301,68,1,310.48,0.0,310.48,Unknown order_id
403007,40301,8,1,476.64,0.0,476.64,Unknown order_id
