order_item_id,order_id,menu_item_id,quantity,unit_price,line_discount,line_total,item_name,category_id,base_price,cost_price,restaurant_id,order_status,order_date,net_revenue,contribution
163,17,11,1,1172.98,0.0,1172.98,Menu Item 011,1,1146.0,546.24,11,Completed,2025-01-13,1172.98,626.74
164,17,131,1,631.47,0.0,631.47,Menu Item 131,1,619.0,372.73,11,Completed,2025-01-13,631.47,258.74
165,17,131,1,616.58,0.0,616.58,Menu Item 131,1,619.0,372.73,11,Completed,2025-01-13,616.58,243.85000000000002
166,17,71,1,926.74,0.0,926.74,Menu Item 071,1,902.0,464.98,11,Completed,2025-01-13,926.74,461.76
167,17,131,2,635.62,0.0,1271.24,Menu Item 131,1,619.0,372.73,11,Completed,2025-01-13,1271.24,525.78
168,17,91,3,799.3,0.0,2397.9,Menu Item 091,1,771.0,370.79,11,Completed,2025-01-13,2397.9,1285.53
169,17,71,1,878.7,0.0,878.7,Menu Item 071,1,902.0,464.98,11,Completed,2025-01-13,878.7,413.72
170,17,71,1,918.52,0.0,918.52,Menu Item 071,1,902.0,464.98,11,Completed,2025-01-13,918.52,453.53999999999996
171,18,63,1,900.69,0.0,900.69,Menu Item 063,3,891.0,313.94,3,Completed,2025-09-03,900.69,586.75
172,18,63,2,910.51,0.0,1821.02,Menu Item 063,3,891.0,313.94,3,Completed,2025-09-03,1821.02,1193.1399999999999
173,18,103,1,836.03,0.0,836.03,Menu Item 103,3,834.0,490.49,3,Completed,2025-09-03,836.03,345.53999999999996
174,18,123,1,774.71,0.0,774.71,Menu Item 123,3,774.0,365.54,3,Completed,2025-09-03,774.71,409.17
175,18,103,1,824.2,0.0,824.2,Menu Item 103,3,834.0,490.49,3,Completed,2025-09-03,824.2,333.71000000000004
176,18,43,1,758.48,0.0,758.48,Menu Item 043,3,766.0,379.7,3,Completed,2025-09-03,758.48,378.78000000000003
177,18,23,1,411.0,0.0,411.0,Menu Item 023,3,420.0,270.23,3,Completed,2025-09-03,411.0,140.76999999999998
178,18,63,2,846.92,0.0,1693.84,Menu Item 063,3,891.0,313.94,3,Completed,2025-09-03,1693.84,1065.96
179,18,123,1,795.63,0.0,795.63,Menu Item 123,3,774.0,365.54,3,Completed,2025-09-03,795.63,430.09
180,18,43,2,772.02,0.0,1544.04,Menu Item 043,3,766.0,379.7,3,Completed,2025-09-03,1544.04,784.64
181,19,6,1,788.67,0.0,788.67,Menu Item 006,6,771.0,302.15,6,Completed,2025-08-16,788.67,486.52
182,19,86,2,795.64,0.0,1591.28,Menu Item 086,6,785.0,478.31,6,Completed,2025-08-16,1591.28,634.66
183,19,46,1,1286.56,0.0,1286.56,Menu Item 046,6,1303.0,633.91,6,Completed,2025-08-16,1286.56,652.65
184,19,26,1,1051.28,0.0,1051.28,Menu Item 026,6,1052.0,606.56,6,Completed,2025-08-16,1051.28,444.72
185,19,46,1,1293.44,0.0,1293.44,Menu Item 046,6,1303.0,633.91,6,Completed,2025-08-16,1293.44,659.5300000000001
186,19,26,1,1006.12,0.0,1006.12,Menu Item 026,6,1052.0,606.56,6,Completed,2025-08-16,1006.12,399.56000000000006
187,19,26,2,1092.05,0.0,2184.1,Menu Item 026,6,1052.0,606.56,6,Completed,2025-08-16,2184.1,970.98
188,19,66,3,816.99,0.0,2450.97,Menu Item 066,6,788.0,418.78,6,Completed,2025-08-16,2450.97,1194.6299999999999
189,19,26,1,1060.3,0.0,1060.3,Menu Item 026,6,1052.0,606.56,6,Completed,2025-08-16,1060.3,453.74
190,19,6,3,743.0,0.0,2229.0,Menu Item 006,6,771.0,302.15,6,Completed,2025-08-16,2229.0,1322.5500000000002
201,21,126,1,1270.17,0.0,1270.17,Menu Item 126,6,1283.0,670.63,6,Completed,2025-12-25,1270.17,599.5400000000001
202,21,126,2,1239.66,0.0,2479.32,Menu Item 126,6,1283.0,670.63,6,Completed,2025-12-25,2479.32,1138.0600000000002
203,21,6,1,757.03,0.0,757.03,Menu Item 006,6,771.0,302.15,6,Completed,2025-12-25,757.03,454.88
204,21,6,2,808.39,0.0,1616.78,Menu Item 006,6,771.0,302.15,6,Completed,2025-12-25,1616.78,1012.48
205,21,46,3,1243.14,0.0,3729.42,Menu Item 046,6,1303.0,633.91,6,Completed,2025-12-25,3729.42,1827.69
206,21,6,1,745.83,0.0,745.83,Menu Item 006,6,771.0,302.15,6,Completed,2025-12-25,745.83,443.68000000000006
207,21,46,3,1256.47,0.0,3769.41,Menu Item 046,6,1303.0,633.91,6,Completed,2025-12-25,3769.41,1867.6799999999998
208,21,146,1,1145.45,0.0,1145.45,Menu Item 146,6,1193.0,742.53,6,Completed,2025-12-25,1145.45,402.9200000000001
209,21,106,1,682.54,0.0,682.54,Menu Item 106,6,703.0,277.13,6,Completed,2025-12-25,682.54,405.40999999999997
210,21,146,1,1215.24,0.0,1215.24,Menu Item 146,6,1193.0,742.53,6,Completed,2025-12-25,1215.24,472.71000000000004
221,23,117,1,922.17,184.43,922.17,Menu Item 117,7,886.0,429.73,17,Completed,2025-09-13,737.74,308.01
222,23,117,1,919.54,0.0,919.54,Menu Item 117,7,886.0,429.73,17,Completed,2025-09-13,919.54,489.80999999999995
223,23,117,3,842.46,0.0,2527.38,Menu Item 117,7,886.0,429.73,17,Completed,2025-09-13,2527.38,1238.19
224,23,77,1,952.24,0.0,952.24,Menu Item 077,7,973.0,598.63,17,Completed,2025-09-13,952.24,353.61
225,23,77,1,987.3,0.0,987.3,Menu Item 077,7,973.0,598.63,17,Completed,2025-09-13,987.3,388.66999999999996
226,23,117,1,869.3,0.0,869.3,Menu Item 117,7,886.0,429.73,17,Completed,2025-09-13,869.3,439.56999999999994
227,23,17,2,585.63,0.0,1171.26,Menu Item 017,7,582.0,292.34,17,Completed,2025-09-13,1171.26,586.58
228,23,77,1,980.81,0.0,980.81,Menu Item 077,7,973.0,598.63,17,Completed,2025-09-13,980.81,382.17999999999995
229,23,117,1,843.56,0.0,843.56,Menu Item 117,7,886.0,429.73,17,Completed,2025-09-13,843.56,413.8299999999999
230,23,117,1,870.24,0.0,870.24,Menu Item 117,7,886.0,429.73,17,Completed,2025-09-13,870.24,440.51
231,24,75,2,666.28,0.0,1332.56,Menu Item 075,5,681.0,422.0,15,Completed,2025-12-12,1332.56,488.55999999999995
232,24,75,1,677.47,0.0,677.47,Menu Item 075,5,681.0,422.0,15,Completed,2025-12-12,677.47,255.47000000000003
233,24,115,1,1453.76,0.0,1453.76,Menu Item 115,5,1506.0,803.9,15,Completed,2025-12-12,1453.76,649.86
234,24,75,1,659.56,0.0,659.56,Menu Item 075,5,681.0,422.0,15,Completed,2025-12-12,659.56,237.55999999999995
235,24,115,1,1448.56,0.0,1448.56,Menu Item 115,5,1506.0,803.9,15,Completed,2025-12-12,1448.56,644.66
236,24,135,1,670.14,0.0,670.14,Menu Item 135,5,702.0,300.49,15,Completed,2025-12-12,670.14,369.65
237,24,35,4,798.0,0.0,3192.0,Menu Item 035,5,798.0,437.06,15,Completed,2025-12-12,3192.0,1443.76
238,24,115,1,1496.91,0.0,1496.91,Menu Item 115,5,1506.0,803.9,15,Completed,2025-12-12,1496.91,693.0100000000001
239,24,95,1,1220.18,0.0,1220.18,Menu Item 095,5,1242.0,681.88,15,Completed,2025-12-12,1220.18,538.3000000000001
240,24,35,1,803.91,0.0,803.91,Menu Item 035,5,798.0,437.06,15,Completed,2025-12-12,803.91,366.84999999999997
241,25,112,1,1749.44,0.0,1749.44,Menu Item 112,2,1760.0,861.28,12,Completed,2025-04-18,1749.44,888.1600000000001
242,25,12,1,1469.54,0.0,1469.54,Menu Item 012,2,1481.0,783.1,12,Completed,2025-04-18,1469.54,686.4399999999999
243,25,52,2,807.26,0.0,1614.52,Menu Item 052,2,839.0,463.6,12,Completed,2025-04-18,1614.52,687.3199999999999
244,25,112,1,1774.47,0.0,1774.47,Menu Item 112,2,1760.0,861.28,12,Completed,2025-04-18,1774.47,913.19
245,25,12,1,1527.29,0.0,1527.29,Menu Item 012,2,1481.0,783.1,12,Completed,2025-04-18,1527.29,744.1899999999999
246,25,132,1,1727.58,0.0,1727.58,Menu Item 132,2,1793.0,642.06,12,Completed,2025-04-18,1727.58,1085.52
247,25,72,1,730.28,0.0,730.28,Menu Item 072,2,719.0,275.78,12,Completed,2025-04-18,730.28,454.5
248,25,12,1,1545.92,0.0,1545.92,Menu Item 012,2,1481.0,783.1,12,Completed,2025-04-18,1545.92,762.82
249,25,72,1,715.88,0.0,715.88,Menu Item 072,2,719.0,275.78,12,Completed,2025-04-18,715.88,440.1
250,25,112,1,1742.86,0.0,1742.86,Menu Item 112,2,1760.0,861.28,12,Completed,2025-04-18,1742.86,881.5799999999999
251,26,99,1,207.09,0.0,207.09,Menu Item 099,9,209.0,111.74,19,Completed,2025-03-05,207.09,95.35000000000001
252,26,119,1,245.83,0.0,245.83,Menu Item 119,9,242.0,104.64,19,Completed,2025-03-05,245.83,141.19
253,26,139,2,243.52,0.0,487.04,Menu Item 139,9,234.0,127.54,19,Completed,2025-03-05,487.04,231.96
254,26,139,1,230.67,0.0,230.67,Menu Item 139,9,234.0,127.54,19,Completed,2025-03-05,230.67,103.12999999999998
255,26,119,1,253.89,0.0,253.89,Menu Item 119,9,242.0,104.64,19,Completed,2025-03-05,253.89,149.25
256,26,139,2,225.26,0.0,450.52,Menu Item 139,9,234.0,127.54,19,Completed,2025-03-05,450.52,195.43999999999997
257,26,139,1,227.7,0.0,227.7,Menu Item 139,9,234.0,127.54,19,Completed,2025-03-05,227.7,100.15999999999998
258,26,139,1,244.71,0.0,244.71,Menu Item 139,9,234.0,127.54,19,Completed,2025-03-05,244.71,117.17
259,26,59,2,355.84,0.0,711.68,Menu Item 059,9,354.0,189.87,19,Completed,2025-03-05,711.68,331.93999999999994
260,26,99,3,211.75,0.0,635.25,Menu Item 099,9,209.0,111.74,19,Completed,2025-03-05,635.25,300.03000000000003
271,28,116,2,1050.04,0.0,2100.08,Menu Item 116,6,1061.0,513.28,16,Completed,2025-06-28,2100.08,1073.52
272,28,76,1,722.31,0.0,722.31,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-28,722.31,306.99999999999994
273,28,76,1,751.55,0.0,751.55,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-28,751.55,336.23999999999995
274,28,36,2,955.89,0.0,1911.78,Menu Item 036,6,920.0,450.9,16,Completed,2025-06-28,1911.78,1009.98
275,28,76,1,775.11,0.0,775.11,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-28,775.11,359.8
276,28,76,1,721.96,0.0,721.96,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-28,721.96,306.65000000000003
277,28,76,1,755.14,0.0,755.14,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-28,755.14,339.83
278,28,76,2,774.57,0.0,1549.14,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-28,1549.14,718.5200000000001
279,28,76,1,757.07,0.0,757.07,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-28,757.07,341.76000000000005
280,28,36,1,896.58,0.0,896.58,Menu Item 036,6,920.0,450.9,16,Completed,2025-06-28,896.58,445.68000000000006
281,29,74,2,448.0,0.0,896.0,Menu Item 074,4,430.0,155.9,14,Completed,2025-06-14,896.0,584.2
282,29,54,2,351.45,0.0,702.9,Menu Item 054,4,340.0,182.18,14,Completed,2025-06-14,702.9,338.53999999999996
