customer_id,recency_days,total_orders,total_spend,average_order_value,discount_dependency,promo_dependency,top_category_share,unique_categories,actual_churn
25759,251,2.0,14833.99,7416.995,0.07380077780826332,0.0,0.3617021276595745,3,1
39868,185,1.0,6592.9,6592.9,0.0,0.0,1.0,1,1
34191,186,1.0,26394.62,26394.62,0.0,0.0,1.0,1,1
39091,43,3.0,22465.49,7488.496666666666,0.010695070528174547,0.0,0.5535714285714286,3,0
48530,202,1.0,3616.57,3616.57,0.0,0.0,1.0,1,1
22531,231,1.0,25230.14,25230.14,0.0,0.0,1.0,1,1
33481,251,1.0,5956.93,5956.93,0.0,0.0,1.0,1,1
41036,45,2.0,21002.77,10501.385,0.06300883169220059,0.0,0.6888888888888889,2,0
4851,26,3.0,27741.04,9247.013333333334,0.05202869106565579,0.0,0.38461538461538464,3,0
32705,196,1.0,5974.35,5974.35,0.1971226995405358,1.0,1.0,1,1
43849,11,2.0,31653.67,15826.835,0.09494507271984577,0.0,0.27419354838709675,4,0
5970,171,2.0,24389.88,12194.94,0.049537759103365823,0.0,1.0,1,1
33370,281,2.0,19349.76,9674.88,0.10789177746907455,0.0,0.5333333333333333,2,1
41782,199,1.0,18871.35,18871.35,0.0,0.0,0.40425531914893614,3,1
6373,27,2.0,20010.9,10005.45,0.07142957088386828,0.0,0.5161290322580645,2,0
4138,166,3.0,20548.76,6849.586666666667,0.03839842404115869,0.3333333333333333,1.0,1,1
38720,280,1.0,12825.14,12825.14,0.0,0.0,0.5384615384615384,2,1
15922,46,2.0,25448.56,12724.28,0.057534493110808625,0.5,0.391304347826087,3,0
12283,18,3.0,21341.9,7113.966666666667,0.03915537042156508,0.6666666666666666,0.42592592592592593,3,0
13258,83,2.0,11288.78,5644.389999999999,0.07799514207912635,0.0,0.5416666666666666,2,1
628,233,1.0,10382.24,10382.24,0.0,0.0,0.358974358974359,3,1
36417,293,1.0,11028.65,11028.65,0.0,0.0,1.0,1,1
13876,209,2.0,16032.13,8016.065,0.0,0.0,0.47368421052631576,3,1
2782,133,4.0,36836.28,9209.07,0.08159428693668308,0.0,0.49122807017543857,3,1
22473,274,1.0,21598.67,21598.67,0.004160904351980933,1.0,0.3617021276595745,3,1
17669,60,3.0,22630.22,7543.406666666667,0.06746377189439606,0.0,0.7,2,0
6597,81,4.0,57225.51,14306.3775,0.032681229053266626,0.0,0.21621621621621623,5,1
33384,99,2.0,26768.04,13384.02,0.015441922531496515,0.0,0.5151515151515151,2,1
2520,46,3.0,26388.7,8796.233333333332,0.023107996983557352,0.0,0.391304347826087,3,0
25500,220,4.0,57753.9,14438.475,0.03278462580016241,0.25,0.4375,3,1
19938,213,1.0,18747.39,18747.39,0.0501253774525414,0.0,0.53125,2,1
7253,62,3.0,27499.79,9166.596666666666,0.024717643298367006,0.3333333333333333,0.725,2,1
6355,350,1.0,8382.98,8382.98,0.0,0.0,1.0,1,1
34174,59,5.0,42163.32,8432.664,0.04819852895834579,0.0,0.24,5,0
5944,247,2.0,37523.13,18761.565,0.03576540656389805,0.0,0.3541666666666667,3,1
24913,128,2.0,25557.08,12778.54,0.03347526399729546,0.5,0.5142857142857142,2,1
12505,41,5.0,70558.44,14111.688,0.04635037282570306,0.4,0.2345679012345679,5,0
1713,165,2.0,28732.13,14366.065,0.0,0.0,0.4,3,1
34667,220,2.0,20338.92,10169.46,0.023167405152289308,0.0,0.5384615384615384,2,1
13180,123,5.0,58910.19,11782.038,0.06943501625100852,0.0,0.5263157894736842,3,1
14758,247,1.0,5809.75,5809.75,0.05012608115667628,0.0,0.59375,2,1
47125,71,2.0,7311.289999999999,3655.645,0.043208517238408004,0.0,1.0,1,1
47067,45,3.0,37511.6,12503.866666666669,0.03391111016325617,0.3333333333333333,0.35714285714285715,3,0
14374,14,6.0,69485.73999999999,11580.956666666663,0.031135597030412288,0.16666666666666666,0.2631578947368421,6,0
35289,331,1.0,19741.42,19741.42,0.0,0.0,1.0,1,1
46456,93,4.0,39915.91,9978.9775,0.04303747553293912,0.0,0.21621621621621623,5,1
24507,187,1.0,7230.72,7230.72,0.0,0.0,1.0,1,1
23375,241,1.0,4476.01,4476.01,0.16806709547118973,0.0,0.5714285714285714,2,1
43021,244,4.0,40363.5,10090.875,0.07835346290584315,0.0,0.22535211267605634,5,1
41349,63,5.0,65196.51,13039.302,0.02467371336287786,0.2,0.39759036144578314,4,1
29862,225,1.0,5040.44,5040.44,0.0,0.0,1.0,1,1
36220,284,1.0,8302.69,8302.69,0.0,0.0,1.0,1,1
2348,153,4.0,49802.33,12450.5825,0.016759256042839763,0.0,0.36507936507936506,4,1
1550,122,2.0,24273.21,12136.605,0.03407625114272072,0.0,0.5517241379310345,2,1
41111,152,3.0,52755.95,17585.316666666666,0.0,0.0,0.6666666666666666,2,1
24294,200,1.0,8084.78,8084.78,0.05012504978490448,0.0,0.6046511627906976,2,1
20053,363,1.0,22258.05,22258.05,0.05012523558892176,0.0,1.0,1,1
3550,187,1.0,7492.13,7492.13,0.0,0.0,1.0,1,1
35977,180,3.0,28278.94,9426.313333333334,0.019826768612967813,0.0,0.627906976744186,2,1
10099,261,1.0,6230.7,6230.7,0.0,0.0,1.0,1,1
40889,196,1.0,6253.95,6253.95,0.0,0.0,1.0,1,1
4090,181,2.0,7933.84,3966.92,0.0,0.0,1.0,1,1
25702,234,1.0,4213.91,4213.91,0.037857951403803124,1.0,1.0,1,1
32649,37,3.0,36698.05,12232.683333333334,0.009713867630568926,0.3333333333333333,0.2807017543859649,4,0
31811,116,2.0,16215.08,8107.54,0.0,0.0,0.5151515151515151,2,1
29402,13,4.0,48486.35,12121.5875,0.030956960051643403,0.25,0.25,5,0
31077,234,2.0,27695.92,13847.96,0.0,0.0,0.5161290322580645,2,1
16704,161,2.0,29050.88,14525.44,0.03224893703736341,0.0,0.5384615384615384,2,1
6743,132,5.0,51436.22,10287.244,0.03824328459595203,0.0,0.4117647058823529,4,1
30994,227,3.0,37686.87,12562.29,0.013216008652350278,0.3333333333333333,0.2807017543859649,4,1
39417,190,1.0,12399.26,12399.26,0.0,0.0,1.0,1,1
13316,148,4.0,23848.54,5962.135,0.04930406641245124,0.25,0.2222222222222222,5,1
9858,97,7.0,70316.33,10045.19,0.0250547774606553,0.0,0.2631578947368421,7,1
33815,205,1.0,10562.02,10562.02,0.0,0.0,1.0,1,1
42808,248,2.0,16817.06,8408.53,0.0,0.0,1.0,1,1
36874,79,3.0,30632.27,10210.756666666666,0.07295802759638773,0.3333333333333333,0.6829268292682927,2,1
33780,4,2.0,21592.24,10796.12,0.0,0.0,0.5172413793103449,2,0
14926,302,2.0,16049.76,8024.88,0.0,0.0,1.0,1,1
303,78,4.0,44311.69,11077.9225,0.04574774737772357,0.0,0.6024096385542169,3,1
46326,31,3.0,45296.62,15098.873333333331,0.029827611861547282,0.3333333333333333,0.38461538461538464,3,0
29179,1,2.0,12688.67,6344.335,0.09949663755145338,0.0,0.6444444444444445,2,0
27244,41,3.0,39371.04,13123.68,0.021105360691513357,0.6666666666666666,0.3617021276595745,3,0
41753,316,1.0,18422.74,18422.74,0.16806729075045296,0.0,1.0,1,1
21071,360,1.0,3954.97,3954.97,0.0,0.0,0.5517241379310345,2,1
3710,197,2.0,22438.94,11219.47,0.040361086575390816,0.0,0.46875,3,1
10246,283,1.0,9915.37,9915.37,0.1049663300512235,0.0,0.5172413793103449,2,1
7555,181,2.0,24036.79,12018.395,0.055989173263152024,0.5,0.5416666666666666,2,1
10052,301,1.0,8298.29,8298.29,0.10581939170600208,0.0,0.5333333333333333,2,1
4275,187,1.0,7249.48,7249.48,0.10582000364164051,0.0,1.0,1,1
30118,336,1.0,7826.71,7826.71,0.0,0.0,0.5555555555555556,2,1
23710,167,3.0,35499.28,11833.093333333332,0.019055597747334594,0.3333333333333333,0.39215686274509803,3,1
25370,19,4.0,38258.16,9564.54,0.08319584632402603,0.0,0.7719298245614035,2,0
25585,228,1.0,6471.08,6471.08,0.0,0.0,1.0,1,1
1484,66,2.0,26069.91,13034.955,0.03200317914407837,0.0,0.5357142857142857,2,1
37491,5,3.0,35620.3,11873.433333333334,0.05514636316931636,0.0,0.2786885245901639,4,0
24474,136,2.0,24962.77,12481.385,0.11907172160781837,0.0,0.375,3,1
30349,101,2.0,13525.28,6762.64,0.05012539481622562,0.0,0.5416666666666666,2,1
7368,157,3.0,19228.62,6409.54,0.03266745091431419,0.0,0.34210526315789475,3,1
38447,95,3.0,40927.56,13642.52,0.03141110782074475,0.0,0.34782608695652173,3,1
11349,343,1.0,9908.42,9908.42,0.017554766552083986,1.0,1.0,1,1
37221,110,4.0,49987.81,12496.9525,0.08313966945141227,0.0,0.3050847457627119,4,1
18317,215,3.0,39246.44,13082.146666666667,0.017617394087208926,0.0,0.3404255319148936,3,1
45432,68,2.0,22421.82,11210.91,0.012040503402489184,1.0,1.0,1,1
14973,8,2.0,22010.68,11005.34,0.05672564409641138,0.0,0.6136363636363636,2,0
8194,235,1.0,39449.71,39449.71,0.0,0.0,0.6470588235294118,2,1
38130,270,1.0,4589.05,4589.05,0.10581928721630839,0.0,0.6739130434782609,2,1
32115,278,1.0,9180.64,9180.64,0.02018813503198034,1.0,1.0,1,1
25591,52,4.0,35567.13,8891.7825,0.00933755408434698,0.0,0.2361111111111111,5,0
6274,3,6.0,65207.21000000001,10867.868333333334,0.04307928525081812,0.0,0.3333333333333333,5,0
38362,41,2.0,26682.4,13341.2,0.136564926693251,0.5,0.5555555555555556,2,0
4680,276,1.0,6755.14,6755.14,0.0,0.0,1.0,1,1
36801,335,1.0,14544.0,14544.0,0.0,0.0,1.0,1,1
45747,238,1.0,17166.79,17166.79,0.0,0.0,1.0,1,1
8504,206,1.0,22078.51,22078.51,0.0,0.0,1.0,1,1
30327,124,5.0,55882.39,11176.478,0.027367118693384443,0.2,0.5465116279069767,4,1
1792,276,2.0,17304.96,8652.48,0.072848478124191,0.0,0.38636363636363635,3,1
42376,39,2.0,14887.9,7443.95,0.0,0.0,0.3018867924528302,4,0
38703,180,1.0,12311.82,12311.82,0.05750327733836265,1.0,1.0,1,1
44928,57,2.0,25686.96,12843.48,0.0,0.0,0.6551724137931034,2,0
30658,289,1.0,7769.78,7769.78,0.2055231937069003,1.0,1.0,1,1
3366,13,2.0,33086.08,16543.04,0.007078505522564171,0.5,0.5588235294117647,2,0
40284,191,1.0,11437.03,11437.03,0.05012490130741984,0.0,1.0,1,1
9626,208,2.0,33881.49,16940.745,0.0,0.0,0.5,2,1
14958,176,2.0,9782.29,4891.145,0.07740416610016673,0.0,1.0,1,1
4409,279,1.0,7675.42,7675.42,0.0501249443027222,0.0,1.0,1,1
20457,9,2.0,16572.17,8286.085,0.029842199301600217,0.5,0.5555555555555556,2,0
49514,311,1.0,23445.39,23445.39,0.0,0.0,0.3829787234042553,3,1
40048,47,2.0,22497.78,11248.89,0.012239429845967025,0.5,0.5172413793103449,2,0
34324,271,2.0,12613.82,6306.91,0.07574311350566283,1.0,0.56,2,1
31932,9,4.0,48094.18,12023.545,0.0010965983825901597,0.25,0.27586206896551724,4,0
26996,176,2.0,13230.48,6615.24,0.0,0.0,0.5185185185185185,2,1
26819,91,3.0,25805.43,8601.81,0.019699729863055956,0.0,0.3684210526315789,3,1
43366,23,4.0,48383.85,12095.9625,0.01556511108562051,0.5,0.4166666666666667,3,0
48652,293,1.0,8143.16,8143.16,0.0,0.0,0.52,2,1
35538,164,4.0,37045.32,9261.33,0.06085330076781628,0.0,0.45454545454545453,3,1
6871,8,5.0,75166.04000000001,15033.208000000002,0.006866531747581753,0.2,0.4868421052631579,4,0
12248,31,4.0,39437.07,9859.2675,0.08032569356699167,0.5,0.38235294117647056,4,0
13353,150,3.0,50236.25,16745.416666666668,0.0071169723058548354,0.0,0.41379310344827586,3,1
