order_id,customer_id,restaurant_id,order_date,order_time,order_status,order_channel,payment_method,promotion_id,total_amount,restaurant_name,restaurant_type,location_id,city_area,gender,preferred_channel,promotion_name,promotion_type
68,38624,8,2025-11-26,13:54:00,Completed,Takeaway,Cash,,7511.31,Restaurant 008,Family Restaurant,8,Gulshan-8,Female,Third-party Delivery,,
69,24259,11,2025-05-04,18:17:00,Completed,Website/App,Cash,,10143.0,Restaurant 011,Cafe,11,North-11,Female,Dine-in,,
70,14591,2,2025-04-10,14:11:00,Completed,Third-party Delivery,Card,,23689.83,Restaurant 002,Casual Dining,2,South-2,Male,Website/App,,
71,17425,16,2025-01-17,13:28:00,Completed,Takeaway,Online Wallet,,11263.81,Restaurant 016,Cafe,16,Garden-16,Other,Third-party Delivery,,
72,3276,7,2025-07-08,21:32:00,Completed,Website/App,Card,,15809.71,Restaurant 007,Casual Dining,7,Clifton-7,Other,Takeaway,,
73,44849,13,2025-03-23,18:13:00,Completed,Third-party Delivery,Cash,,7390.03,Restaurant 013,Cafe,13,East-13,Male,Dine-in,,
75,3273,16,2025-07-02,20:41:00,Completed,Takeaway,Card,,13953.63,Restaurant 016,Cafe,16,Garden-16,Female,Website/App,,
77,26832,4,2025-09-05,18:44:00,Completed,Website/App,Card,,8215.76,Restaurant 004,Cafe,4,West-4,Male,Takeaway,,
78,30579,19,2025-11-06,15:19:00,Completed,Takeaway,Card,,3268.79,Restaurant 019,Fast Food,19,Defence-19,Male,Website/App,,
79,15563,18,2025-07-05,21:44:00,Completed,Website/App,Cash,,7503.26,Restaurant 018,Fast Food,18,Gulshan-18,Male,Dine-in,,
80,41783,12,2025-08-08,21:52:00,Completed,Dine-in,Card,23,28238.6,Restaurant 012,Fast Food,12,South-12,Male,Website/App,Promotion 023,Seasonal
81,18892,18,2025-12-14,20:21:00,Completed,Dine-in,Card,,8682.88,Restaurant 018,Fast Food,18,Gulshan-18,Male,Third-party Delivery,,
82,19333,1,2025-11-20,16:03:00,Completed,Third-party Delivery,Cash,,10837.42,Restaurant 001,Casual Dining,1,North-1,Other,Takeaway,,
85,5470,9,2025-09-22,12:02:00,Completed,Dine-in,Cash,,3823.11,Restaurant 009,Cafe,9,Defence-9,Male,Third-party Delivery,,
86,23236,14,2025-06-28,21:51:00,Completed,Takeaway,Online Wallet,,8175.71,Restaurant 014,Cafe,14,West-14,Male,Dine-in,,
89,22721,3,2025-03-09,19:53:00,Completed,Takeaway,Online Wallet,,9288.58,Restaurant 003,Fast Food,3,East-3,Female,Dine-in,,
91,48405,19,2025-04-15,21:46:00,Completed,Third-party Delivery,Online Wallet,,4445.61,Restaurant 019,Fast Food,19,Defence-19,Other,Website/App,,
92,1008,9,2025-02-08,19:28:00,Completed,Website/App,Cash,,5077.08,Restaurant 009,Cafe,9,Defence-9,Female,Website/App,,
93,4179,1,2025-11-24,20:15:00,Completed,Third-party Delivery,Card,,8491.55,Restaurant 001,Casual Dining,1,North-1,Other,Dine-in,,
95,20298,10,2025-06-12,15:35:00,Completed,Dine-in,Card,,6107.58,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Website/App,,
96,24396,8,2025-08-16,13:01:00,Completed,Website/App,Card,55,6197.05,Restaurant 008,Family Restaurant,8,Gulshan-8,Other,Website/App,Promotion 055,Seasonal
97,1193,4,2025-12-08,19:41:00,Completed,Takeaway,Cash,,8145.09,Restaurant 004,Cafe,4,West-4,Female,Website/App,,
98,31918,2,2025-09-27,19:02:00,Completed,Takeaway,Online Wallet,,18151.41,Restaurant 002,Casual Dining,2,South-2,Female,Dine-in,,
99,31518,5,2025-08-29,20:55:00,Completed,Dine-in,Card,,22068.4,Restaurant 005,Casual Dining,5,Central-5,Female,Website/App,,
101,37801,16,2025-08-17,20:22:00,Completed,Dine-in,Card,,14067.77,Restaurant 016,Cafe,16,Garden-16,Female,Takeaway,,
103,34338,2,2025-12-24,19:52:00,Completed,Dine-in,Cash,,16789.64,Restaurant 002,Casual Dining,2,South-2,Female,Takeaway,,
104,22828,10,2025-09-29,20:47:00,Completed,Third-party Delivery,Cash,,9427.46,Restaurant 010,Family Restaurant,10,Korangi-10,Female,Website/App,,
105,30981,19,2025-10-27,12:55:00,Completed,Takeaway,Cash,,4742.79,Restaurant 019,Fast Food,19,Defence-19,Female,Website/App,,
106,31950,19,2025-08-07,18:02:00,Completed,Third-party Delivery,Online Wallet,,3923.5,Restaurant 019,Fast Food,19,Defence-19,Other,Dine-in,,
107,24947,7,2025-10-13,18:09:00,Completed,Dine-in,Online Wallet,12,10244.73,Restaurant 007,Casual Dining,7,Clifton-7,Other,Takeaway,Promotion 012,Percentage Discount
108,37476,6,2025-10-08,20:57:00,Completed,Third-party Delivery,Card,,18427.15,Restaurant 006,Fast Food,6,Garden-6,Male,Takeaway,,
109,49832,8,2025-03-08,21:38:00,Completed,Third-party Delivery,Online Wallet,,6619.01,Restaurant 008,Family Restaurant,8,Gulshan-8,Other,Takeaway,,
110,35034,6,2025-02-06,18:36:00,Completed,Dine-in,Card,74,13512.22,Restaurant 006,Fast Food,6,Garden-6,Male,Website/App,Promotion 074,Seasonal
111,10800,16,2025-07-13,13:22:00,Completed,Dine-in,Card,,13415.36,Restaurant 016,Cafe,16,Garden-16,Male,Takeaway,,
112,29833,1,2025-01-26,18:59:00,Completed,Dine-in,Card,,8509.58,Restaurant 001,Casual Dining,1,North-1,Male,Takeaway,,
113,36561,15,2025-11-13,13:29:00,Completed,Takeaway,Card,,15992.45,Restaurant 015,Fast Food,15,Central-15,Female,Third-party Delivery,,
115,12094,3,2025-02-23,18:46:00,Completed,Third-party Delivery,Online Wallet,,13866.86,Restaurant 003,Fast Food,3,East-3,Other,Dine-in,,
116,620,2,2025-12-12,19:59:00,Completed,Takeaway,Card,,16024.92,Restaurant 002,Casual Dining,2,South-2,Other,Website/App,,
117,14258,20,2025-07-31,20:38:00,Completed,Takeaway,Cash,,8585.12,Restaurant 020,Fast Food,20,Korangi-20,Other,Website/App,,
118,30426,2,2025-12-02,14:26:00,Completed,Website/App,Cash,,14936.13,Restaurant 002,Casual Dining,2,South-2,Other,Website/App,,
119,16453,11,2025-12-16,14:37:00,Completed,Third-party Delivery,Online Wallet,,12362.02,Restaurant 011,Cafe,11,North-11,Female,Website/App,,
120,9510,7,2025-08-20,10:23:00,Completed,Third-party Delivery,Card,,13227.19,Restaurant 007,Casual Dining,7,Clifton-7,Female,Takeaway,,
121,1449,1,2025-11-15,13:52:00,Completed,Website/App,Cash,,11936.34,Restaurant 001,Casual Dining,1,North-1,Male,Takeaway,,
122,46983,3,2025-08-31,17:42:00,Completed,Third-party Delivery,Card,,10480.28,Restaurant 003,Fast Food,3,East-3,Male,Website/App,,
123,24983,10,2025-01-25,18:22:00,Completed,Third-party Delivery,,,5061.78,Restaurant 010,Family Restaurant,10,Korangi-10,Female,Website/App,,
124,45825,17,2025-11-14,13:20:00,Completed,Third-party Delivery,Card,81,12533.82,Restaurant 017,Casual Dining,17,Clifton-17,Male,Takeaway,Promotion 081,Percentage Discount
125,49839,15,2025-06-26,21:01:00,Completed,Takeaway,Cash,,20807.9,Restaurant 015,Fast Food,15,Central-15,Male,Takeaway,,
126,5341,2,2025-06-08,21:38:00,Completed,Dine-in,Card,,13219.58,Restaurant 002,Casual Dining,2,South-2,Male,Website/App,,
127,27382,11,2025-12-28,13:16:00,Completed,Website/App,Online Wallet,,10857.65,Restaurant 011,Cafe,11,North-11,Female,Third-party Delivery,,
129,3105,13,2025-07-19,21:57:00,Completed,Website/App,Online Wallet,,7132.17,Restaurant 013,Cafe,13,East-13,Male,Third-party Delivery,,
130,14594,7,2025-04-22,18:14:00,Completed,Dine-in,Card,,12445.06,Restaurant 007,Casual Dining,7,Clifton-7,Female,Takeaway,,
131,19558,6,2025-03-27,14:03:00,Completed,Dine-in,Online Wallet,,14952.57,Restaurant 006,Fast Food,6,Garden-6,Female,Takeaway,,
133,25603,3,2025-01-18,20:43:00,Completed,Dine-in,Online Wallet,,10890.21,Restaurant 003,Fast Food,3,East-3,Female,Takeaway,,
135,470,5,2025-09-24,18:44:00,Completed,Takeaway,Online Wallet,,25076.45,Restaurant 005,Casual Dining,5,Central-5,Male,Website/App,,
136,15326,5,2025-06-27,20:32:00,Completed,Takeaway,Card,,13174.95,Restaurant 005,Casual Dining,5,Central-5,Female,Dine-in,,
138,17838,3,2025-05-21,19:29:00,Completed,Website/App,Cash,,10319.22,Restaurant 003,Fast Food,3,East-3,Other,Takeaway,,
139,47687,20,2025-05-16,18:07:00,Completed,Website/App,Cash,,4357.55,Restaurant 020,Fast Food,20,Korangi-20,Other,Website/App,,
140,35819,2,2025-08-16,12:26:00,Completed,Takeaway,Online Wallet,,16242.63,Restaurant 002,Casual Dining,2,South-2,Other,Third-party Delivery,,
141,1144,5,2025-12-04,20:44:00,Completed,Website/App,Card,,22569.92,Restaurant 005,Casual Dining,5,Central-5,Female,Dine-in,,
142,14667,2,2025-07-09,12:46:00,Completed,Third-party Delivery,Online Wallet,,15211.06,Restaurant 002,Casual Dining,2,South-2,Male,Website/App,,
144,22871,13,2025-02-25,16:48:00,Completed,Website/App,Online Wallet,,11158.75,Restaurant 013,Cafe,13,East-13,Other,Third-party Delivery,,
145,10501,14,2025-01-20,22:02:00,Completed,Website/App,Card,,8998.82,Restaurant 014,Cafe,14,West-14,Female,Dine-in,,
146,23051,19,2025-12-04,22:58:00,Completed,Dine-in,Online Wallet,,4375.21,Restaurant 019,Fast Food,19,Defence-19,Female,Website/App,,
147,2020,11,2025-03-28,18:34:00,Completed,Third-party Delivery,Card,,12417.71,Restaurant 011,Cafe,11,North-11,Male,Dine-in,,
148,38208,11,2025-12-12,14:06:00,Completed,Dine-in,Online Wallet,,12690.59,Restaurant 011,Cafe,11,North-11,Female,Takeaway,,
150,34228,14,2025-08-18,19:23:00,Completed,Third-party Delivery,Online Wallet,,6321.78,Restaurant 014,Cafe,14,West-14,Male,Takeaway,,
151,3254,13,2025-12-21,21:45:00,Completed,Takeaway,Online Wallet,,12005.55,Restaurant 013,Cafe,13,East-13,Other,Takeaway,,
152,42050,15,2025-04-11,21:53:00,Completed,Takeaway,Cash,,13407.14,Restaurant 015,Fast Food,15,Central-15,Other,Takeaway,,
153,46477,6,2025-12-09,19:24:00,Completed,Third-party Delivery,Online Wallet,,13652.65,Restaurant 006,Fast Food,6,Garden-6,Female,Website/App,,
154,39244,20,2025-02-24,17:52:00,Completed,Dine-in,,,5804.94,Restaurant 020,Fast Food,20,Korangi-20,Female,Website/App,,
155,23493,20,2025-05-20,20:18:00,Completed,Takeaway,Cash,,4970.18,Restaurant 020,Fast Food,20,Korangi-20,Female,Takeaway,,
156,15310,1,2025-05-09,16:59:00,Completed,Website/App,Card,,9633.56,Restaurant 001,Casual Dining,1,North-1,Other,Takeaway,,
157,19061,19,2025-12-08,13:56:00,Completed,Takeaway,Cash,,3526.5,Restaurant 019,Fast Food,19,Defence-19,Other,Website/App,,
159,13547,20,2025-07-07,20:38:00,Completed,Takeaway,Card,,5776.73,Restaurant 020,Fast Food,20,Korangi-20,Female,Dine-in,,
161,47736,15,2025-01-10,19:21:00,Completed,Website/App,Cash,,20484.65,Restaurant 015,Fast Food,15,Central-15,Other,Website/App,,
162,31968,9,2025-06-02,14:22:00,Completed,Takeaway,Cash,101,3513.86,Restaurant 009,Cafe,9,Defence-9,Other,Third-party Delivery,Promotion 101,Percentage Discount
163,12654,6,2025-12-28,14:34:00,Completed,Takeaway,Online Wallet,,15197.48,Restaurant 006,Fast Food,6,Garden-6,Female,Dine-in,,
165,46021,19,2025-08-01,13:45:00,Completed,Third-party Delivery,Card,,3787.07,Restaurant 019,Fast Food,19,Defence-19,Other,Website/App,,
166,33171,11,2025-04-14,18:47:00,Completed,Dine-in,Online Wallet,,10782.92,Restaurant 011,Cafe,11,North-11,Female,Website/App,,
167,49727,3,2025-01-04,12:59:00,Completed,Website/App,Card,,14121.75,Restaurant 003,Fast Food,3,East-3,Other,Dine-in,,
168,11991,11,2025-12-20,10:11:00,Completed,Third-party Delivery,Cash,,12979.67,Restaurant 011,Cafe,11,North-11,Male,Third-party Delivery,,
169,25750,18,2025-05-10,21:04:00,Completed,Takeaway,Card,,7522.29,Restaurant 018,Fast Food,18,Gulshan-18,Male,Website/App,,
170,22315,4,2025-06-01,21:38:00,Completed,Third-party Delivery,Card,,8288.33,Restaurant 004,Cafe,4,West-4,Male,Dine-in,,
171,2348,4,2025-07-07,22:20:00,Completed,Dine-in,Online Wallet,,10348.57,Restaurant 004,Cafe,4,West-4,Other,Website/App,,
174,7482,3,2025-02-06,13:44:00,Completed,Takeaway,Card,,14055.23,Restaurant 003,Fast Food,3,East-3,Male,Third-party Delivery,,
176,24597,6,2025-08-20,14:36:00,Completed,Website/App,Card,117,14613.31,Restaurant 006,Fast Food,6,Garden-6,Male,Takeaway,Promotion 117,Bundle
177,49132,3,2025-06-02,20:51:00,Completed,Third-party Delivery,Cash,,10879.37,Restaurant 003,Fast Food,3,East-3,Female,Takeaway,,
178,26997,10,2025-09-06,22:59:00,Completed,Third-party Delivery,Online Wallet,,8530.88,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Takeaway,,
182,7102,7,2025-01-30,18:11:00,Completed,Dine-in,Card,,14461.93,Restaurant 007,Casual Dining,7,Clifton-7,Other,Website/App,,
184,10081,6,2025-05-16,15:27:00,Completed,Dine-in,Card,,14235.62,Restaurant 006,Fast Food,6,Garden-6,Other,Dine-in,,
185,28446,20,2025-08-27,22:17:00,Completed,Third-party Delivery,Online Wallet,113,4610.79,Restaurant 020,Fast Food,20,Korangi-20,Male,Takeaway,Promotion 113,Bundle
186,20541,15,2025-11-24,19:20:00,Completed,Website/App,Online Wallet,93,16772.69,Restaurant 015,Fast Food,15,Central-15,Other,Takeaway,Promotion 093,Percentage Discount
187,12874,17,2025-07-06,17:14:00,Completed,Takeaway,Card,,7588.46,Restaurant 017,Casual Dining,17,Clifton-17,Female,Dine-in,,
188,37903,16,2025-02-16,18:44:00,Completed,Website/App,Cash,,13147.62,Restaurant 016,Cafe,16,Garden-16,Female,Website/App,,
189,13362,20,2025-02-02,12:09:00,Completed,Takeaway,Card,58,7066.68,Restaurant 020,Fast Food,20,Korangi-20,Female,Website/App,Promotion 058,Percentage Discount
190,16145,7,2025-01-15,16:15:00,Completed,Third-party Delivery,Cash,,11543.05,Restaurant 007,Casual Dining,7,Clifton-7,Other,Takeaway,,
191,16412,9,2025-09-07,13:43:00,Completed,Dine-in,Online Wallet,50,5053.08,Restaurant 009,Cafe,9,Defence-9,Female,Takeaway,Promotion 050,Seasonal
193,4589,7,2025-02-25,13:28:00,Completed,Website/App,Online Wallet,,15203.17,Restaurant 007,Casual Dining,7,Clifton-7,Male,Third-party Delivery,,
197,22,11,2025-11-29,19:07:00,Completed,Third-party Delivery,Cash,,9228.35,Restaurant 011,Cafe,11,North-11,Other,Dine-in,,
198,20338,1,2025-12-27,18:14:00,Completed,Dine-in,Card,,14981.86,Restaurant 001,Casual Dining,1,North-1,Male,Third-party Delivery,,
200,39346,15,2025-07-08,19:51:00,Completed,Dine-in,Cash,,19749.51,Restaurant 015,Fast Food,15,Central-15,Female,Dine-in,,
201,44137,8,2025-02-01,12:47:00,Completed,Website/App,Cash,,6581.0,Restaurant 008,Family Restaurant,8,Gulshan-8,Female,Third-party Delivery,,
202,38750,16,2025-02-10,22:49:00,Completed,Takeaway,Online Wallet,,15714.05,Restaurant 016,Cafe,16,Garden-16,Male,Third-party Delivery,,
205,2878,5,2025-09-14,18:55:00,Completed,Third-party Delivery,,,13746.7,Restaurant 005,Casual Dining,5,Central-5,Male,Website/App,,
206,31118,12,2025-01-19,14:57:00,Completed,Takeaway,Card,,22735.1,Restaurant 012,Fast Food,12,South-12,Male,Takeaway,,
207,21801,10,2025-09-01,14:03:00,Completed,Dine-in,Online Wallet,,8373.27,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Takeaway,,
209,45045,4,2025-04-07,21:37:00,Completed,Third-party Delivery,Online Wallet,,9308.07,Restaurant 004,Cafe,4,West-4,Female,Takeaway,,
210,13203,10,2025-10-28,20:21:00,Completed,Third-party Delivery,Cash,,6207.29,Restaurant 010,Family Restaurant,10,Korangi-10,Female,Third-party Delivery,,
212,29198,18,2025-08-14,18:19:00,Completed,Dine-in,Cash,,9753.26,Restaurant 018,Fast Food,18,Gulshan-18,Female,Dine-in,,
213,29489,16,2025-08-24,12:13:00,Completed,Website/App,Online Wallet,,11696.27,Restaurant 016,Cafe,16,Garden-16,Other,Takeaway,,
215,32700,20,2025-06-23,22:39:00,Completed,Dine-in,Cash,,10212.22,Restaurant 020,Fast Food,20,Korangi-20,Female,Takeaway,,
216,18148,15,2025-06-09,12:29:00,Completed,Takeaway,Cash,,17491.33,Restaurant 015,Fast Food,15,Central-15,Male,Website/App,,
217,20780,4,2025-06-04,22:02:00,Completed,Third-party Delivery,Cash,,7173.22,Restaurant 004,Cafe,4,West-4,Male,Takeaway,,
219,2855,6,2025-04-14,18:44:00,Completed,Third-party Delivery,Online Wallet,,14276.67,Restaurant 006,Fast Food,6,Garden-6,Female,Website/App,,
220,27759,7,2025-01-17,18:15:00,Completed,Website/App,Cash,,9639.85,Restaurant 007,Casual Dining,7,Clifton-7,Female,Takeaway,,
221,31214,10,2025-07-31,21:16:00,Completed,Dine-in,Online Wallet,,5407.01,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Dine-in,,
222,6932,1,2025-11-14,21:18:00,Completed,Takeaway,Cash,67,7832.11,Restaurant 001,Casual Dining,1,North-1,Other,Dine-in,Promotion 067,Percentage Discount
223,40547,10,2025-07-18,17:24:00,Completed,Third-party Delivery,Cash,116,6620.48,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Website/App,Promotion 116,Percentage Discount
224,1711,4,2025-06-06,16:02:00,Completed,Dine-in,Online Wallet,,9978.77,Restaurant 004,Cafe,4,West-4,Male,Website/App,,
225,1906,7,2025-12-14,12:19:00,Completed,Takeaway,Online Wallet,77,12141.42,Restaurant 007,Casual Dining,7,Clifton-7,Other,Website/App,Promotion 077,Bundle
226,8619,12,2025-03-06,19:12:00,Completed,Dine-in,Online Wallet,,22468.45,Restaurant 012,Fast Food,12,South-12,Female,Dine-in,,
227,14638,20,2025-01-22,21:07:00,Completed,Third-party Delivery,Cash,,5188.26,Restaurant 020,Fast Food,20,Korangi-20,Other,Dine-in,,
229,28451,16,2025-09-05,13:57:00,Completed,Takeaway,Online Wallet,17,11144.1,Restaurant 016,Cafe,16,Garden-16,Female,Website/App,Promotion 017,Seasonal
231,38137,8,2025-08-18,19:24:00,Completed,Website/App,Card,55,6580.61,Restaurant 008,Family Restaurant,8,Gulshan-8,Other,Takeaway,Promotion 055,Seasonal
232,43003,19,2025-04-23,12:25:00,Completed,Takeaway,Card,,2845.84,Restaurant 019,Fast Food,19,Defence-19,Female,Third-party Delivery,,
233,40792,2,2025-09-11,21:38:00,Completed,Takeaway,Card,4,12818.88,Restaurant 002,Casual Dining,2,South-2,Other,Takeaway,Promotion 004,Seasonal
235,23598,17,2025-02-03,21:24:00,Completed,Dine-in,Card,,11150.13,Restaurant 017,Casual Dining,17,Clifton-17,Male,Website/App,,
236,39304,14,2025-10-19,12:23:00,Completed,Takeaway,Cash,,8836.54,Restaurant 014,Cafe,14,West-14,Other,Third-party Delivery,,
