customer_id,recency_days,total_orders,total_spend,average_order_value,discount_dependency,promo_dependency,top_category_share,unique_categories,actual_churn,python_predicted_churn,python_churn_probability,pipeline_predicted_churn,pipeline_probability,match,explanation
13021,6,4.0,49657.81,12414.4525,0.0122149969964442,0.25,0.2857142857142857,4,0,0,4.3267403816587656e-26,0,2.4450341891476993e-28,True,
31846,223,1.0,8371.51,8371.51,0.0501247684109557,0.0,1.0,1,1,1,1.0,1,1.0,True,
21998,119,3.0,30131.38,10043.793333333331,0.064793580645825,0.0,0.2777777777777778,4,1,1,1.0,1,1.0,True,
32696,27,4.0,47881.14,11970.285,0.0125086829595118,0.0,0.25,4,0,0,2.1507715033742047e-16,0,8.933130170492857e-18,True,
38464,261,1.0,5928.14,5928.14,0.0501253344219266,0.0,0.6176470588235294,2,1,1,1.0,1,1.0,True,
12087,148,2.0,28674.63,14337.315,0.0480766447553115,0.5,1.0,1,1,1,1.0,1,1.0,True,
29378,18,4.0,44611.99,11152.9975,0.0,0.0,0.48,3,0,0,8.85438854933748e-21,0,8.751181032877546e-23,True,
37346,191,2.0,20991.58,10495.79,0.0417429274023203,0.5,0.3725490196078431,3,1,1,1.0,1,1.0,True,
13449,57,4.0,54733.51,13683.3775,0.016289837797722,0.0,0.5,3,0,0,0.0061556494616573,0,0.0037081435945459556,True,
15633,241,1.0,12063.02,12063.02,0.0501250930529834,0.0,1.0,1,1,1,1.0,1,1.0,True,
19238,254,1.0,4704.69,4704.69,0.1680663338073284,0.0,1.0,1,1,1,1.0,1,1.0,True,
21886,111,2.0,17146.86,8573.43,0.0048790274137655,0.5,0.5517241379310345,2,1,1,1.0,1,1.0,True,
24595,9,2.0,14260.88,7130.44,0.1419344388284594,0.0,0.6,2,0,0,8.103469554019564e-24,0,4.0502582664835426e-26,True,
29933,16,3.0,40820.66,13606.886666666664,0.0251041996871192,0.3333333333333333,0.3488372093023256,3,0,0,2.2005135744007344e-21,0,2.76083857446201e-23,True,
2438,156,4.0,47011.630000000005,11752.9075,0.0911195804102091,0.5,0.75,2,1,1,1.0,1,1.0,True,
6671,65,4.0,37907.25,9476.8125,0.0413081930237619,0.0,0.2830188679245283,4,1,1,0.984326553159178,1,0.9930424764939282,True,
8233,248,1.0,5494.68,5494.68,0.0501248480348264,0.0,1.0,1,1,1,1.0,1,1.0,True,
18776,330,1.0,3443.75,3443.75,0.0,0.0,0.5357142857142857,2,1,1,1.0,1,1.0,True,
11406,77,3.0,26003.82,8667.94,0.0249221075980375,0.6666666666666666,0.4,3,1,1,0.9999999465790568,1,0.9999999943814968,True,
8980,41,6.0,66941.93000000001,11156.988333333336,0.0225235513825191,0.0,0.3170731707317073,5,0,0,2.9789853564819653e-10,0,7.075688860051503e-11,True,
43992,20,4.0,51993.84,12998.46,0.0999393389678469,0.25,0.2950819672131147,4,0,0,1.1032859000025728e-19,0,2.735663152020885e-21,True,
41944,3,3.0,40607.87,13535.956666666663,0.0103398676167944,0.0,0.6792452830188679,2,0,0,1.5415690129423731e-27,0,2.6692151084489718e-30,True,
8090,222,1.0,10419.03,10419.03,0.0330241874723462,1.0,1.0,1,1,1,1.0,1,1.0,True,
11007,17,6.0,55423.17,9237.195,0.1051314820137498,0.1666666666666666,0.3444444444444444,5,0,0,3.411988870334626e-21,0,7.682231102488005e-23,True,
24851,58,2.0,13104.58,6552.29,0.0228843656187378,0.0,0.5555555555555556,2,0,0,0.2232419021564109,0,0.18985819018052527,True,
32031,90,2.0,13349.08,6674.54,0.0744583147303035,0.0,0.3863636363636363,3,1,1,0.9999999999999952,1,0.9999999999999998,True,
11975,22,2.0,18467.12,9233.56,0.0,0.0,0.5757575757575758,2,0,0,3.889914951657483e-18,0,6.950086592119917e-20,True,
31897,6,4.0,53513.93,13378.4825,0.0766549943164331,0.25,0.2467532467532467,5,0,0,7.418619183191252e-26,0,8.220952615874653e-28,True,
34412,116,2.0,14376.16,7188.08,0.0,0.0,0.5333333333333333,2,1,1,1.0,1,1.0,True,
25759,251,2.0,14833.99,7416.995,0.0738007778082633,0.0,0.3617021276595745,3,1,1,1.0,1,1.0,True,
39868,185,1.0,6592.9,6592.9,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
34191,186,1.0,26394.62,26394.62,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
39091,43,3.0,22465.49,7488.496666666666,0.0106950705281745,0.0,0.5535714285714286,3,0,0,1.0979150620044132e-08,0,2.2981655333498733e-09,True,
48530,202,1.0,3616.57,3616.57,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
22531,231,1.0,25230.14,25230.14,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
33481,251,1.0,5956.93,5956.93,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
41036,45,2.0,21002.77,10501.385,0.0630088316922005,0.0,0.6888888888888889,2,0,0,9.924962361790905e-08,0,2.140715441854364e-08,True,
4851,26,3.0,27741.04,9247.013333333334,0.0520286910656557,0.0,0.3846153846153846,3,0,0,1.2642999357946547e-16,0,3.722447079823752e-18,True,
32705,196,1.0,5974.35,5974.35,0.1971226995405358,1.0,1.0,1,1,1,1.0,1,1.0,True,
43849,11,2.0,31653.67,15826.835,0.0949450727198457,0.0,0.2741935483870967,4,0,0,1.1900587274165626e-22,0,2.1864121510084384e-24,True,
5970,171,2.0,24389.88,12194.94,0.0495377591033658,0.0,1.0,1,1,1,1.0,1,1.0,True,
33370,281,2.0,19349.76,9674.88,0.1078917774690745,0.0,0.5333333333333333,2,1,1,1.0,1,1.0,True,
41782,199,1.0,18871.35,18871.35,0.0,0.0,0.4042553191489361,3,1,1,1.0,1,1.0,True,
6373,27,2.0,20010.9,10005.45,0.0714295708838682,0.0,0.5161290322580645,2,0,0,6.92337364892176e-16,0,1.968595486183678e-17,True,
4138,166,3.0,20548.76,6849.586666666667,0.0383984240411586,0.3333333333333333,1.0,1,1,1,1.0,1,1.0,True,
38720,280,1.0,12825.14,12825.14,0.0,0.0,0.5384615384615384,2,1,1,1.0,1,1.0,True,
15922,46,2.0,25448.56,12724.28,0.0575344931108086,0.5,0.391304347826087,3,0,0,3.6890342212691756e-07,0,1.9003084536736794e-07,True,
12283,18,3.0,21341.9,7113.966666666667,0.039155370421565,0.6666666666666666,0.4259259259259259,3,0,0,3.1525687706456447e-20,0,6.805425570511445e-22,True,
13258,83,2.0,11288.78,5644.389999999999,0.0779951420791263,0.0,0.5416666666666666,2,1,1,0.9999999999927168,1,0.999999999999371,True,
628,233,1.0,10382.24,10382.24,0.0,0.0,0.358974358974359,3,1,1,1.0,1,1.0,True,
36417,293,1.0,11028.65,11028.65,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
13876,209,2.0,16032.13,8016.065,0.0,0.0,0.4736842105263157,3,1,1,1.0,1,1.0,True,
2782,133,4.0,36836.28,9209.07,0.081594286936683,0.0,0.4912280701754385,3,1,1,1.0,1,1.0,True,
22473,274,1.0,21598.67,21598.67,0.0041609043519809,1.0,0.3617021276595745,3,1,1,1.0,1,1.0,True,
17669,60,3.0,22630.22,7543.406666666667,0.067463771894396,0.0,0.7,2,0,0,0.263306229698341,0,0.20031835029285888,True,
6597,81,4.0,57225.51,14306.3775,0.0326812290532666,0.0,0.2162162162162162,5,1,1,0.9999999994962414,1,0.9999999999783316,True,
33384,99,2.0,26768.04,13384.02,0.0154419225314965,0.0,0.5151515151515151,2,1,1,1.0,1,1.0,True,
2520,46,3.0,26388.7,8796.233333333332,0.0231079969835573,0.0,0.391304347826087,3,0,0,1.954090538299206e-07,0,4.693260443488574e-08,True,
25500,220,4.0,57753.9,14438.475,0.0327846258001624,0.25,0.4375,3,1,1,1.0,1,1.0,True,
19938,213,1.0,18747.39,18747.39,0.0501253774525414,0.0,0.53125,2,1,1,1.0,1,1.0,True,
7253,62,3.0,27499.79,9166.596666666666,0.024717643298367,0.3333333333333333,0.725,2,1,1,0.5900031978905649,1,0.6023330022333377,True,
6355,350,1.0,8382.98,8382.98,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
34174,59,5.0,42163.32,8432.664,0.0481985289583457,0.0,0.24,5,0,0,0.1148906134461183,0,0.1933592040891218,True,
5944,247,2.0,37523.13,18761.565,0.035765406563898,0.0,0.3541666666666667,3,1,1,1.0,1,1.0,True,
24913,128,2.0,25557.08,12778.54,0.0334752639972954,0.5,0.5142857142857142,2,1,1,1.0,1,1.0,True,
12505,41,5.0,70558.44,14111.688,0.046350372825703,0.4,0.2345679012345679,5,0,0,3.9656856005417785e-10,0,1.4431675811761513e-10,True,
1713,165,2.0,28732.13,14366.065,0.0,0.0,0.4,3,1,1,1.0,1,1.0,True,
34667,220,2.0,20338.92,10169.46,0.0231674051522893,0.0,0.5384615384615384,2,1,1,1.0,1,1.0,True,
13180,123,5.0,58910.19,11782.038,0.0694350162510085,0.0,0.5263157894736842,3,1,1,1.0,1,1.0,True,
14758,247,1.0,5809.75,5809.75,0.0501260811566762,0.0,0.59375,2,1,1,1.0,1,1.0,True,
47125,71,2.0,7311.289999999999,3655.645,0.043208517238408,0.0,1.0,1,1,1,0.9999993201452044,1,0.9999997749316978,True,
47067,45,3.0,37511.6,12503.866666666669,0.0339111101632561,0.3333333333333333,0.3571428571428571,3,0,0,3.8618028514169623e-08,0,9.945798988589047e-09,True,
14374,14,6.0,69485.73999999999,11580.956666666663,0.0311355970304122,0.1666666666666666,0.2631578947368421,6,0,0,1.939940811517981e-22,0,5.869164699744877e-24,True,
35289,331,1.0,19741.42,19741.42,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
46456,93,4.0,39915.91,9978.9775,0.0430374755329391,0.0,0.2162162162162162,5,1,1,0.9999999999999984,1,1.0,True,
24507,187,1.0,7230.72,7230.72,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
23375,241,1.0,4476.01,4476.01,0.1680670954711897,0.0,0.5714285714285714,2,1,1,1.0,1,1.0,True,
43021,244,4.0,40363.5,10090.875,0.0783534629058431,0.0,0.2253521126760563,5,1,1,1.0,1,1.0,True,
41349,63,5.0,65196.51,13039.302,0.0246737133628778,0.2,0.3975903614457831,4,1,1,0.7325022840094663,1,0.831312639316075,True,
29862,225,1.0,5040.44,5040.44,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
36220,284,1.0,8302.69,8302.69,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
2348,153,4.0,49802.33,12450.5825,0.0167592560428397,0.0,0.365079365079365,4,1,1,1.0,1,1.0,True,
1550,122,2.0,24273.21,12136.605,0.0340762511427207,0.0,0.5517241379310345,2,1,1,1.0,1,1.0,True,
41111,152,3.0,52755.95,17585.316666666666,0.0,0.0,0.6666666666666666,2,1,1,1.0,1,1.0,True,
24294,200,1.0,8084.78,8084.78,0.0501250497849044,0.0,0.6046511627906976,2,1,1,1.0,1,1.0,True,
20053,363,1.0,22258.05,22258.05,0.0501252355889217,0.0,1.0,1,1,1,1.0,1,1.0,True,
3550,187,1.0,7492.13,7492.13,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
35977,180,3.0,28278.94,9426.313333333334,0.0198267686129678,0.0,0.627906976744186,2,1,1,1.0,1,1.0,True,
10099,261,1.0,6230.7,6230.7,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
40889,196,1.0,6253.95,6253.95,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
4090,181,2.0,7933.84,3966.92,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
25702,234,1.0,4213.91,4213.91,0.0378579514038031,1.0,1.0,1,1,1,1.0,1,1.0,True,
32649,37,3.0,36698.05,12232.683333333334,0.0097138676305689,0.3333333333333333,0.2807017543859649,4,0,0,1.4426179019254172e-11,0,3.0103222816810313e-12,True,
31811,116,2.0,16215.08,8107.54,0.0,0.0,0.5151515151515151,2,1,1,1.0,1,1.0,True,
29402,13,4.0,48486.35,12121.5875,0.0309569600516434,0.25,0.25,5,0,0,1.1420750710922228e-22,0,2.5977394396911735e-24,True,
31077,234,2.0,27695.92,13847.96,0.0,0.0,0.5161290322580645,2,1,1,1.0,1,1.0,True,
16704,161,2.0,29050.88,14525.44,0.0322489370373634,0.0,0.5384615384615384,2,1,1,1.0,1,1.0,True,
6743,132,5.0,51436.22,10287.244,0.038243284595952,0.0,0.4117647058823529,4,1,1,1.0,1,1.0,True,
30994,227,3.0,37686.87,12562.29,0.0132160086523502,0.3333333333333333,0.2807017543859649,4,1,1,1.0,1,1.0,True,
39417,190,1.0,12399.26,12399.26,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
13316,148,4.0,23848.54,5962.135,0.0493040664124512,0.25,0.2222222222222222,5,1,1,1.0,1,1.0,True,
9858,97,7.0,70316.33,10045.19,0.0250547774606553,0.0,0.2631578947368421,7,1,1,1.0,1,1.0,True,
33815,205,1.0,10562.02,10562.02,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
42808,248,2.0,16817.06,8408.53,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
36874,79,3.0,30632.27,10210.756666666666,0.0729580275963877,0.3333333333333333,0.6829268292682927,2,1,1,0.9999999866967112,1,0.9999999977564769,True,
33780,4,2.0,21592.24,10796.12,0.0,0.0,0.5172413793103449,2,0,0,1.9220878997732576e-26,0,4.927159812148272e-29,True,
14926,302,2.0,16049.76,8024.88,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
303,78,4.0,44311.69,11077.9225,0.0457477473777235,0.0,0.6024096385542169,3,1,1,0.9999999561435494,1,0.9999999924060837,True,
46326,31,3.0,45296.62,15098.873333333331,0.0298276118615472,0.3333333333333333,0.3846153846153846,3,0,0,1.7880444770990972e-14,0,1.1353730214682975e-15,True,
29179,1,2.0,12688.67,6344.335,0.0994966375514533,0.0,0.6444444444444445,2,0,0,2.5326905517237035e-27,0,5.91213258339876e-30,True,
27244,41,3.0,39371.04,13123.68,0.0211053606915133,0.6666666666666666,0.3617021276595745,3,0,0,4.555617649244157e-10,0,9.690780577263018e-11,True,
41753,316,1.0,18422.74,18422.74,0.1680672907504529,0.0,1.0,1,1,1,1.0,1,1.0,True,
21071,360,1.0,3954.97,3954.97,0.0,0.0,0.5517241379310345,2,1,1,1.0,1,1.0,True,
3710,197,2.0,22438.94,11219.47,0.0403610865753908,0.0,0.46875,3,1,1,1.0,1,1.0,True,
10246,283,1.0,9915.37,9915.37,0.1049663300512235,0.0,0.5172413793103449,2,1,1,1.0,1,1.0,True,
7555,181,2.0,24036.79,12018.395,0.055989173263152,0.5,0.5416666666666666,2,1,1,1.0,1,1.0,True,
10052,301,1.0,8298.29,8298.29,0.105819391706002,0.0,0.5333333333333333,2,1,1,1.0,1,1.0,True,
4275,187,1.0,7249.48,7249.48,0.1058200036416405,0.0,1.0,1,1,1,1.0,1,1.0,True,
30118,336,1.0,7826.71,7826.71,0.0,0.0,0.5555555555555556,2,1,1,1.0,1,1.0,True,
23710,167,3.0,35499.28,11833.093333333332,0.0190555977473345,0.3333333333333333,0.392156862745098,3,1,1,1.0,1,1.0,True,
25370,19,4.0,38258.16,9564.54,0.083195846324026,0.0,0.7719298245614035,2,0,0,1.5089788219606598e-20,0,1.0799425157759173e-22,True,
25585,228,1.0,6471.08,6471.08,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
1484,66,2.0,26069.91,13034.955,0.0320031791440783,0.0,0.5357142857142857,2,1,1,0.9976340118260968,1,0.9986094366230409,True,
37491,5,3.0,35620.3,11873.433333333334,0.0551463631693163,0.0,0.2786885245901639,4,0,0,4.233815958066118e-26,0,2.518163954313619e-28,True,
24474,136,2.0,24962.77,12481.385,0.1190717216078183,0.0,0.375,3,1,1,1.0,1,1.0,True,
30349,101,2.0,13525.28,6762.64,0.0501253948162256,0.0,0.5416666666666666,2,1,1,1.0,1,1.0,True,
7368,157,3.0,19228.62,6409.54,0.0326674509143141,0.0,0.3421052631578947,3,1,1,1.0,1,1.0,True,
38447,95,3.0,40927.56,13642.52,0.0314111078207447,0.0,0.3478260869565217,3,1,1,0.9999999999999998,1,1.0,True,
11349,343,1.0,9908.42,9908.42,0.0175547665520839,1.0,1.0,1,1,1,1.0,1,1.0,True,
37221,110,4.0,49987.81,12496.9525,0.0831396694514122,0.0,0.3050847457627119,4,1,1,1.0,1,1.0,True,
18317,215,3.0,39246.44,13082.146666666667,0.0176173940872089,0.0,0.3404255319148936,3,1,1,1.0,1,1.0,True,
45432,68,2.0,22421.82,11210.91,0.0120405034024891,1.0,1.0,1,1,1,0.9986690151174094,1,0.9995523322393963,True,
14973,8,2.0,22010.68,11005.34,0.0567256440964113,0.0,0.6136363636363636,2,0,0,1.192676458437987e-24,0,5.062108905528164e-27,True,
8194,235,1.0,39449.71,39449.71,0.0,0.0,0.6470588235294118,2,1,1,1.0,1,1.0,True,
38130,270,1.0,4589.05,4589.05,0.1058192872163083,0.0,0.6739130434782609,2,1,1,1.0,1,1.0,True,
32115,278,1.0,9180.64,9180.64,0.0201881350319803,1.0,1.0,1,1,1,1.0,1,1.0,True,
25591,52,4.0,35567.13,8891.7825,0.0093375540843469,0.0,0.2361111111111111,5,0,0,0.0001334766239581,0,0.00015124193718884794,True,
6274,3,6.0,65207.21000000001,10867.868333333334,0.0430792852508181,0.0,0.3333333333333333,5,0,0,1.2401894156775108e-27,0,5.670998334559574e-30,True,
38362,41,2.0,26682.4,13341.2,0.136564926693251,0.5,0.5555555555555556,2,0,0,1.0695498533195724e-09,0,1.9048924182684126e-10,True,
4680,276,1.0,6755.14,6755.14,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
36801,335,1.0,14544.0,14544.0,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
45747,238,1.0,17166.79,17166.79,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
8504,206,1.0,22078.51,22078.51,0.0,0.0,1.0,1,1,1,1.0,1,1.0,True,
30327,124,5.0,55882.39,11176.478,0.0273671186933844,0.2,0.5465116279069767,4,1,1,1.0,1,1.0,True,
1792,276,2.0,17304.96,8652.48,0.072848478124191,0.0,0.3863636363636363,3,1,1,1.0,1,1.0,True,
42376,39,2.0,14887.9,7443.95,0.0,0.0,0.3018867924528302,4,0,0,1.228305904039372e-09,0,4.2624533260696944e-10,True,
38703,180,1.0,12311.82,12311.82,0.0575032773383626,1.0,1.0,1,1,1,1.0,1,1.0,True,
44928,57,2.0,25686.96,12843.48,0.0,0.0,0.6551724137931034,2,0,0,0.0285690868479702,0,0.021202099559543743,True,
30658,289,1.0,7769.78,7769.78,0.2055231937069003,1.0,1.0,1,1,1,1.0,1,1.0,True,
3366,13,2.0,33086.08,16543.04,0.0070785055225641,0.5,0.5588235294117647,2,0,0,2.3682517765467313e-22,0,2.4020860478250927e-24,True,
40284,191,1.0,11437.03,11437.03,0.0501249013074198,0.0,1.0,1,1,1,1.0,1,1.0,True,
9626,208,2.0,33881.49,16940.745,0.0,0.0,0.5,2,1,1,1.0,1,1.0,True,
14958,176,2.0,9782.29,4891.145,0.0774041661001667,0.0,1.0,1,1,1,1.0,1,1.0,True,
4409,279,1.0,7675.42,7675.42,0.0501249443027222,0.0,1.0,1,1,1,1.0,1,1.0,True,
20457,9,2.0,16572.17,8286.085,0.0298421993016002,0.5,0.5555555555555556,2,0,0,3.87928967634837e-24,0,2.475172684144174e-26,True,
49514,311,1.0,23445.39,23445.39,0.0,0.0,0.3829787234042553,3,1,1,1.0,1,1.0,True,
40048,47,2.0,22497.78,11248.89,0.012239429845967,0.5,0.5172413793103449,2,0,0,6.079076252747724e-07,0,1.9177974048855613e-07,True,
34324,271,2.0,12613.82,6306.91,0.0757431135056628,1.0,0.56,2,1,1,1.0,1,1.0,True,
31932,9,4.0,48094.18,12023.545,0.0010965983825901,0.25,0.2758620689655172,4,0,0,1.0266700762857966e-24,0,7.84103900232507e-27,True,
26996,176,2.0,13230.48,6615.24,0.0,0.0,0.5185185185185185,2,1,1,1.0,1,1.0,True,
26819,91,3.0,25805.43,8601.81,0.0196997298630559,0.0,0.3684210526315789,3,1,1,0.9999999999999876,1,0.9999999999999996,True,
43366,23,4.0,48383.85,12095.9625,0.0155651110856205,0.5,0.4166666666666667,3,0,0,1.2130962420888724e-18,0,2.6562057505611942e-20,True,
48652,293,1.0,8143.16,8143.16,0.0,0.0,0.52,2,1,1,1.0,1,1.0,True,
35538,164,4.0,37045.32,9261.33,0.0608533007678162,0.0,0.4545454545454545,3,1,1,1.0,1,1.0,True,
6871,8,5.0,75166.04000000001,15033.208000000002,0.0068665317475817,0.2,0.4868421052631579,4,0,0,2.082968454304774e-25,0,1.3428493237492191e-27,True,
12248,31,4.0,39437.07,9859.2675,0.0803256935669916,0.5,0.3823529411764705,4,0,0,1.0695019005550031e-14,0,1.053914662409283e-15,True,
13353,150,3.0,50236.25,16745.416666666668,0.0071169723058548,0.0,0.4137931034482758,3,1,1,1.0,1,1.0,True,
