customer_id,last_order_date,days_since,preferred_channel,total_orders
37910,2025-01-05,360,Takeaway,1
40866,2025-01-05,360,Website/App,1
8877,2025-01-05,360,Website/App,1
48975,2025-01-05,360,Dine-in,1
27047,2025-01-05,360,Website/App,1
40954,2025-01-06,359,Dine-in,1
15413,2025-01-06,359,Takeaway,1
49842,2025-01-06,359,Dine-in,1
49184,2025-01-06,359,Dine-in,1
28486,2025-01-06,359,Third-party Delivery,1
47501,2025-01-06,359,Website/App,1
1477,2025-01-06,359,Website/App,1
29344,2025-01-06,359,Website/App,1
10097,2025-01-06,359,Third-party Delivery,1
616,2025-01-06,359,Takeaway,1
18139,2025-01-06,359,Dine-in,1
13913,2025-01-06,359,Takeaway,1
43117,2025-01-06,359,Takeaway,1
31822,2025-01-06,359,Website/App,1
28797,2025-01-06,359,Third-party Delivery,1
48112,2025-01-06,359,Third-party Delivery,1
18613,2025-01-06,359,Third-party Delivery,1
46750,2025-01-06,359,Dine-in,2
19671,2025-01-06,359,Dine-in,1
11198,2025-01-06,359,Third-party Delivery,1
28808,2025-01-06,359,Takeaway,1
48508,2025-01-06,359,Dine-in,1
41771,2025-01-06,359,Takeaway,1
16722,2025-01-07,358,Third-party Delivery,1
29441,2025-01-07,358,Dine-in,1
47333,2025-01-07,358,Website/App,1
43112,2025-01-07,358,Takeaway,1
47306,2025-01-07,358,Dine-in,1
36786,2025-01-07,358,Dine-in,1
27085,2025-01-07,358,Dine-in,1
40645,2025-01-07,358,Takeaway,1
15482,2025-01-07,358,Website/App,1
29521,2025-01-07,358,Dine-in,1
37619,2025-01-07,358,Website/App,2
5224,2025-01-07,358,Third-party Delivery,1
46641,2025-01-07,358,Dine-in,1
23900,2025-01-07,358,Takeaway,1
22190,2025-01-07,358,Third-party Delivery,1
5922,2025-01-07,358,Third-party Delivery,1
19488,2025-01-07,358,Website/App,1
9850,2025-01-07,358,Website/App,1
34366,2025-01-07,358,Third-party Delivery,1
32508,2025-01-07,358,Dine-in,1
14478,2025-01-07,358,Third-party Delivery,1
32195,2025-01-07,358,Dine-in,1
24872,2025-01-07,358,Takeaway,1
28386,2025-01-07,358,Takeaway,1
40379,2025-01-08,357,Takeaway,1
1122,2025-01-08,357,Dine-in,1
24334,2025-01-08,357,Third-party Delivery,1
16898,2025-01-08,357,Takeaway,1
1409,2025-01-08,357,Dine-in,1
29627,2025-01-08,357,Website/App,1
28213,2025-01-08,357,Website/App,1
7301,2025-01-08,357,Third-party Delivery,1
9983,2025-01-08,357,Dine-in,1
22472,2025-01-08,357,Dine-in,1
45196,2025-01-08,357,Website/App,1
2099,2025-01-08,357,Website/App,1
44839,2025-01-08,357,Dine-in,2
8156,2025-01-08,357,Dine-in,1
48782,2025-01-08,357,Website/App,1
12148,2025-01-08,357,Takeaway,1
33973,2025-01-08,357,Third-party Delivery,1
3409,2025-01-08,357,Takeaway,1
3253,2025-01-08,357,Dine-in,1
13138,2025-01-08,357,Takeaway,1
13137,2025-01-08,357,Third-party Delivery,1
3785,2025-01-08,357,Third-party Delivery,1
15972,2025-01-08,357,Third-party Delivery,1
43718,2025-01-08,357,Third-party Delivery,1
5661,2025-01-08,357,Takeaway,1
31826,2025-01-08,357,Takeaway,1
25436,2025-01-08,357,Third-party Delivery,1
25732,2025-01-08,357,Third-party Delivery,1
4619,2025-01-08,357,Dine-in,1
27097,2025-01-08,357,Third-party Delivery,1
1368,2025-01-08,357,Third-party Delivery,1
16715,2025-01-08,357,Website/App,1
42852,2025-01-08,357,Third-party Delivery,1
38613,2025-01-08,357,Website/App,2
48852,2025-01-08,357,Website/App,1
45241,2025-01-08,357,Takeaway,1
5725,2025-01-08,357,Takeaway,1
58,2025-01-09,356,Third-party Delivery,1
46117,2025-01-09,356,Dine-in,1
20730,2025-01-09,356,Website/App,1
15277,2025-01-09,356,Website/App,1
34231,2025-01-09,356,Dine-in,1
1776,2025-01-09,356,Takeaway,1
29392,2025-01-09,356,Third-party Delivery,1
31032,2025-01-09,356,Takeaway,1
30026,2025-01-09,356,Dine-in,1
17740,2025-01-09,356,Dine-in,1
1325,2025-01-09,356,Website/App,1
43256,2025-01-09,356,Third-party Delivery,1
16940,2025-01-09,356,Third-party Delivery,1
36233,2025-01-09,356,Website/App,1
2253,2025-01-09,356,Third-party Delivery,1
19031,2025-01-09,356,Third-party Delivery,1
1636,2025-01-09,356,Website/App,1
45624,2025-01-09,356,Third-party Delivery,1
31778,2025-01-09,356,Third-party Delivery,1
19437,2025-01-09,356,Third-party Delivery,1
6051,2025-01-09,356,Dine-in,1
4334,2025-01-09,356,Takeaway,1
35536,2025-01-09,356,Website/App,1
39242,2025-01-09,356,Takeaway,1
38978,2025-01-09,356,Third-party Delivery,1
25654,2025-01-09,356,Takeaway,2
788,2025-01-09,356,Third-party Delivery,1
12313,2025-01-10,355,Takeaway,1
38712,2025-01-10,355,Dine-in,1
39158,2025-01-10,355,Third-party Delivery,1
33168,2025-01-10,355,Third-party Delivery,1
33080,2025-01-10,355,Dine-in,1
3460,2025-01-10,355,Third-party Delivery,1
925,2025-01-10,355,Takeaway,1
7149,2025-01-10,355,Dine-in,1
11996,2025-01-10,355,Third-party Delivery,1
44781,2025-01-10,355,Website/App,1
39534,2025-01-10,355,Website/App,1
19791,2025-01-10,355,Website/App,1
48793,2025-01-10,355,Dine-in,1
6281,2025-01-10,355,Dine-in,1
16750,2025-01-10,355,Takeaway,2
18860,2025-01-10,355,Dine-in,1
19156,2025-01-10,355,Third-party Delivery,1
42160,2025-01-10,355,Dine-in,1
46822,2025-01-10,355,Takeaway,1
36241,2025-01-10,355,Third-party Delivery,1
43477,2025-01-10,355,Dine-in,1
13233,2025-01-10,355,Website/App,1
14167,2025-01-10,355,Dine-in,1
43054,2025-01-10,355,Third-party Delivery,1
41145,2025-01-10,355,Website/App,1
20001,2025-01-10,355,Dine-in,1
17436,2025-01-10,355,Third-party Delivery,1
27083,2025-01-11,354,Website/App,1
15078,2025-01-11,354,Dine-in,1
13515,2025-01-11,354,Takeaway,2
17170,2025-01-11,354,Dine-in,1
41250,2025-01-11,354,Takeaway,1
48763,2025-01-11,354,Third-party Delivery,1
1931,2025-01-11,354,Takeaway,1
32036,2025-01-11,354,Takeaway,1
42607,2025-01-11,354,Takeaway,1
30590,2025-01-11,354,Dine-in,1
10322,2025-01-11,354,Dine-in,1
16624,2025-01-11,354,Website/App,1
36072,2025-01-11,354,Takeaway,1
37082,2025-01-11,354,Website/App,1
37390,2025-01-11,354,Takeaway,1
30451,2025-01-11,354,Takeaway,1
17959,2025-01-11,354,Third-party Delivery,1
36298,2025-01-11,354,Website/App,1
30145,2025-01-11,354,Dine-in,1
29948,2025-01-11,354,Website/App,1
13220,2025-01-11,354,Dine-in,1
43602,2025-01-11,354,Takeaway,1
37602,2025-01-11,354,Dine-in,1
36460,2025-01-11,354,Website/App,1
32214,2025-01-11,354,Website/App,1
32603,2025-01-11,354,Website/App,1
15810,2025-01-11,354,Third-party Delivery,1
39649,2025-01-11,354,Third-party Delivery,1
29077,2025-01-11,354,Takeaway,1
35619,2025-01-11,354,Website/App,1
13136,2025-01-11,354,Website/App,1
13054,2025-01-11,354,Website/App,1
44388,2025-01-11,354,Website/App,1
34961,2025-01-11,354,Takeaway,1
11190,2025-01-11,354,Third-party Delivery,1
34202,2025-01-11,354,Website/App,1
32641,2025-01-11,354,Dine-in,1
32472,2025-01-11,354,Third-party Delivery,1
40385,2025-01-11,354,Takeaway,1
41624,2025-01-11,354,Takeaway,1
18708,2025-01-11,354,Dine-in,1
22349,2025-01-11,354,Third-party Delivery,1
27492,2025-01-11,354,Dine-in,1
12628,2025-01-11,354,Website/App,1
30487,2025-01-12,353,Takeaway,1
16728,2025-01-12,353,Third-party Delivery,1
6645,2025-01-12,353,Dine-in,1
49960,2025-01-12,353,Takeaway,1
5780,2025-01-12,353,Dine-in,1
8509,2025-01-12,353,Third-party Delivery,1
40595,2025-01-12,353,Website/App,1
15578,2025-01-12,353,Takeaway,1
26949,2025-01-12,353,Dine-in,1
9032,2025-01-12,353,Dine-in,1
25686,2025-01-12,353,Takeaway,2
37282,2025-01-12,353,Dine-in,1
29286,2025-01-12,353,Third-party Delivery,1
22488,2025-01-12,353,Website/App,2
30396,2025-01-12,353,Third-party Delivery,1
29586,2025-01-12,353,Takeaway,2
19246,2025-01-12,353,Takeaway,1
24144,2025-01-12,353,Website/App,1
44067,2025-01-12,353,Dine-in,1
19336,2025-01-12,353,Takeaway,1
18862,2025-01-12,353,Takeaway,1
16226,2025-01-12,353,Website/App,1
14358,2025-01-12,353,Website/App,1
29182,2025-01-12,353,Dine-in,1
27373,2025-01-12,353,Takeaway,1
31543,2025-01-12,353,Dine-in,1
9674,2025-01-12,353,Takeaway,1
16057,2025-01-12,353,Takeaway,1
31934,2025-01-12,353,Dine-in,1
3757,2025-01-12,353,Takeaway,1
6177,2025-01-12,353,Dine-in,1
34705,2025-01-12,353,Website/App,1
34313,2025-01-12,353,Takeaway,1
39955,2025-01-12,353,Takeaway,1
9203,2025-01-12,353,Third-party Delivery,1
3675,2025-01-12,353,Dine-in,1
25666,2025-01-12,353,Dine-in,1
5026,2025-01-12,353,Third-party Delivery,1
15893,2025-01-12,353,Takeaway,1
32422,2025-01-12,353,Website/App,1
21223,2025-01-12,353,Takeaway,1
922,2025-01-12,353,Third-party Delivery,1
25995,2025-01-12,353,Dine-in,1
146,2025-01-12,353,Third-party Delivery,1
184,2025-01-13,352,Takeaway,1
8650,2025-01-13,352,Website/App,1
21058,2025-01-13,352,Third-party Delivery,1
17348,2025-01-13,352,Third-party Delivery,1
18011,2025-01-13,352,Dine-in,1
39409,2025-01-13,352,Website/App,2
9430,2025-01-13,352,Takeaway,1
16993,2025-01-13,352,Takeaway,1
11549,2025-01-13,352,Dine-in,1
45709,2025-01-13,352,Dine-in,1
20535,2025-01-13,352,Third-party Delivery,1
45238,2025-01-13,352,Takeaway,1
11127,2025-01-13,352,Website/App,1
31663,2025-01-13,352,Third-party Delivery,1
12625,2025-01-13,352,Third-party Delivery,1
33242,2025-01-13,352,Website/App,1
49330,2025-01-13,352,Takeaway,1
948,2025-01-13,352,Takeaway,1
4838,2025-01-13,352,Third-party Delivery,1
40910,2025-01-13,352,Takeaway,2
7451,2025-01-13,352,Website/App,1
7480,2025-01-13,352,Website/App,1
16348,2025-01-13,352,Takeaway,1
3644,2025-01-13,352,Dine-in,1
10966,2025-01-13,352,Dine-in,1
31755,2025-01-13,352,Third-party Delivery,1
803,2025-01-13,352,Dine-in,1
46469,2025-01-13,352,Takeaway,1
2341,2025-01-13,352,Third-party Delivery,1
40699,2025-01-13,352,Takeaway,1
30406,2025-01-14,351,Dine-in,1
42991,2025-01-14,351,Website/App,1
31157,2025-01-14,351,Third-party Delivery,1
406,2025-01-14,351,Dine-in,1
31766,2025-01-14,351,Third-party Delivery,1
24369,2025-01-14,351,Website/App,1
44095,2025-01-14,351,Dine-in,1
6153,2025-01-14,351,Website/App,2
8661,2025-01-14,351,Takeaway,1
36187,2025-01-14,351,Third-party Delivery,1
35887,2025-01-14,351,Third-party Delivery,1
41120,2025-01-14,351,Website/App,1
43717,2025-01-14,351,Third-party Delivery,1
37825,2025-01-14,351,Takeaway,1
26548,2025-01-14,351,Website/App,1
41066,2025-01-14,351,Third-party Delivery,1
29597,2025-01-14,351,Takeaway,1
12672,2025-01-14,351,Third-party Delivery,1
30089,2025-01-14,351,Website/App,1
1265,2025-01-14,351,Dine-in,1
10208,2025-01-14,351,Dine-in,1
4992,2025-01-15,350,Takeaway,1
20597,2025-01-15,350,Dine-in,1
21430,2025-01-15,350,Dine-in,1
42436,2025-01-15,350,Website/App,1
37973,2025-01-15,350,Takeaway,1
48352,2025-01-15,350,Third-party Delivery,1
31364,2025-01-15,350,Takeaway,1
6355,2025-01-15,350,Takeaway,1
15443,2025-01-15,350,Takeaway,1
42331,2025-01-15,350,Third-party Delivery,1
48185,2025-01-15,350,Takeaway,1
44683,2025-01-15,350,Takeaway,1
16228,2025-01-15,350,Third-party Delivery,1
20349,2025-01-15,350,Dine-in,1
15876,2025-01-15,350,Dine-in,1
5045,2025-01-15,350,Website/App,2
30353,2025-01-15,350,Dine-in,1
33140,2025-01-15,350,Website/App,1
33177,2025-01-15,350,Third-party Delivery,2
35934,2025-01-15,350,Takeaway,1
33889,2025-01-15,350,Website/App,1
17400,2025-01-15,350,Dine-in,2
8984,2025-01-15,350,Website/App,1
13303,2025-01-15,350,Website/App,1
33828,2025-01-15,350,Dine-in,1
14701,2025-01-15,350,Third-party Delivery,1
40524,2025-01-15,350,Takeaway,1
44971,2025-01-15,350,Third-party Delivery,1
39645,2025-01-15,350,Third-party Delivery,1
48849,2025-01-15,350,Website/App,2
39773,2025-01-15,350,Takeaway,1
36585,2025-01-15,350,Third-party Delivery,1
23523,2025-01-16,349,Dine-in,2
3567,2025-01-16,349,Third-party Delivery,1
37943,2025-01-16,349,Website/App,1
16786,2025-01-16,349,Takeaway,1
16812,2025-01-16,349,Website/App,1
33418,2025-01-16,349,Takeaway,1
43617,2025-01-16,349,Takeaway,1
6345,2025-01-16,349,Third-party Delivery,1
18022,2025-01-16,349,Dine-in,1
4713,2025-01-16,349,Takeaway,1
26105,2025-01-16,349,Third-party Delivery,1
31463,2025-01-16,349,Website/App,1
35608,2025-01-16,349,Takeaway,1
35718,2025-01-16,349,Third-party Delivery,1
19294,2025-01-16,349,Takeaway,1
42311,2025-01-16,349,Dine-in,1
38251,2025-01-16,349,Takeaway,1
47086,2025-01-16,349,Dine-in,1
44801,2025-01-16,349,Dine-in,1
1625,2025-01-16,349,Website/App,2
22876,2025-01-16,349,Website/App,1
10232,2025-01-16,349,Website/App,1
26183,2025-01-16,349,Dine-in,1
39982,2025-01-16,349,Third-party Delivery,1
8584,2025-01-16,349,Third-party Delivery,1
11157,2025-01-16,349,Takeaway,1
47856,2025-01-16,349,Takeaway,1
1495,2025-01-16,349,Third-party Delivery,1
31014,2025-01-16,349,Third-party Delivery,1
3679,2025-01-16,349,Website/App,1
18936,2025-01-16,349,Website/App,1
220,2025-01-16,349,Dine-in,1
13124,2025-01-17,348,Third-party Delivery,1
28652,2025-01-17,348,Dine-in,2
2080,2025-01-17,348,Dine-in,1
49431,2025-01-17,348,Dine-in,1
4620,2025-01-17,348,Takeaway,1
2387,2025-01-17,348,Third-party Delivery,1
48058,2025-01-17,348,Dine-in,1
18550,2025-01-17,348,Dine-in,1
38627,2025-01-17,348,Third-party Delivery,1
17123,2025-01-17,348,Dine-in,1
23450,2025-01-17,348,Dine-in,1
39413,2025-01-17,348,Website/App,1
2792,2025-01-17,348,Website/App,1
17585,2025-01-17,348,Third-party Delivery,1
22825,2025-01-17,348,Dine-in,1
23508,2025-01-17,348,Dine-in,1
47651,2025-01-17,348,Third-party Delivery,1
37513,2025-01-17,348,Third-party Delivery,1
21277,2025-01-17,348,Takeaway,1
19797,2025-01-17,348,Dine-in,1
19464,2025-01-18,347,Takeaway,1
22084,2025-01-18,347,Takeaway,1
10832,2025-01-18,347,Dine-in,1
12721,2025-01-18,347,Dine-in,1
34981,2025-01-18,347,Takeaway,1
2278,2025-01-18,347,Website/App,1
34086,2025-01-18,347,Dine-in,1
19684,2025-01-18,347,Takeaway,1
23555,2025-01-18,347,Website/App,1
33573,2025-01-18,347,Dine-in,1
1859,2025-01-18,347,Third-party Delivery,2
37678,2025-01-18,347,Third-party Delivery,2
17556,2025-01-18,347,Website/App,1
37147,2025-01-18,347,Dine-in,1
32483,2025-01-18,347,Dine-in,1
4092,2025-01-18,347,Website/App,1
12253,2025-01-18,347,Third-party Delivery,1
45078,2025-01-18,347,Website/App,1
16111,2025-01-18,347,Takeaway,1
44739,2025-01-18,347,Takeaway,1
41633,2025-01-18,347,Third-party Delivery,1
25536,2025-01-18,347,Website/App,1
4907,2025-01-18,347,Dine-in,1
39736,2025-01-18,347,Third-party Delivery,1
45479,2025-01-18,347,Dine-in,1
32787,2025-01-18,347,Takeaway,1
21569,2025-01-18,347,Takeaway,1
21557,2025-01-18,347,Takeaway,1
14165,2025-01-18,347,Third-party Delivery,1
24286,2025-01-18,347,Takeaway,1
18084,2025-01-18,347,Third-party Delivery,1
395,2025-01-18,347,Takeaway,2
12794,2025-01-18,347,Dine-in,1
45374,2025-01-18,347,Third-party Delivery,1
45300,2025-01-18,347,Third-party Delivery,1
44663,2025-01-18,347,Dine-in,1
10011,2025-01-18,347,Third-party Delivery,1
7766,2025-01-18,347,Third-party Delivery,1
34413,2025-01-18,347,Dine-in,1
11281,2025-01-18,347,Third-party Delivery,1
18890,2025-01-18,347,Takeaway,1
15176,2025-01-19,346,Website/App,1
16044,2025-01-19,346,Third-party Delivery,1
34374,2025-01-19,346,Dine-in,1
12646,2025-01-19,346,Third-party Delivery,1
12115,2025-01-19,346,Takeaway,1
13212,2025-01-19,346,Website/App,1
8519,2025-01-19,346,Third-party Delivery,1
49720,2025-01-19,346,Third-party Delivery,1
5782,2025-01-19,346,Website/App,1
43571,2025-01-19,346,Website/App,1
13532,2025-01-19,346,Takeaway,1
2707,2025-01-19,346,Takeaway,1
22396,2025-01-19,346,Website/App,2
27880,2025-01-19,346,Third-party Delivery,1
44949,2025-01-19,346,Takeaway,1
32217,2025-01-19,346,Third-party Delivery,1
20459,2025-01-19,346,Dine-in,1
44684,2025-01-19,346,Takeaway,1
44602,2025-01-19,346,Website/App,2
38190,2025-01-19,346,Website/App,1
21666,2025-01-19,346,Dine-in,1
46465,2025-01-19,346,Takeaway,1
46397,2025-01-19,346,Website/App,1
46403,2025-01-19,346,Takeaway,1
2277,2025-01-19,346,Website/App,1
7771,2025-01-19,346,Takeaway,1
47046,2025-01-19,346,Third-party Delivery,1
4383,2025-01-19,346,Takeaway,1
5556,2025-01-19,346,Dine-in,1
48040,2025-01-19,346,Dine-in,1
29240,2025-01-19,346,Takeaway,1
44061,2025-01-19,346,Takeaway,1
19513,2025-01-19,346,Takeaway,1
719,2025-01-19,346,Dine-in,1
12719,2025-01-19,346,Website/App,1
44467,2025-01-19,346,Takeaway,1
14797,2025-01-19,346,Takeaway,1
5805,2025-01-19,346,Takeaway,1
19361,2025-01-19,346,Third-party Delivery,1
17648,2025-01-19,346,Website/App,2
36618,2025-01-19,346,Website/App,1
36655,2025-01-19,346,Third-party Delivery,1
26266,2025-01-19,346,Third-party Delivery,1
15375,2025-01-19,346,Dine-in,1
14943,2025-01-20,345,Website/App,1
18919,2025-01-20,345,Dine-in,1
21794,2025-01-20,345,Dine-in,2
35899,2025-01-20,345,Website/App,1
33234,2025-01-20,345,Website/App,1
14702,2025-01-20,345,Takeaway,1
19048,2025-01-20,345,Dine-in,1
45967,2025-01-20,345,Takeaway,1
19545,2025-01-20,345,Website/App,2
6683,2025-01-20,345,Website/App,1
42361,2025-01-20,345,Takeaway,1
46278,2025-01-20,345,Takeaway,1
32037,2025-01-20,345,Website/App,1
46428,2025-01-20,345,Website/App,2
10231,2025-01-20,345,Takeaway,1
20281,2025-01-20,345,Third-party Delivery,1
19726,2025-01-20,345,Takeaway,1
33521,2025-01-20,345,Dine-in,1
1438,2025-01-20,345,Website/App,1
37389,2025-01-20,345,Website/App,1
20928,2025-01-20,345,Takeaway,1
26067,2025-01-20,345,Website/App,1
49283,2025-01-20,345,Website/App,1
11787,2025-01-20,345,Third-party Delivery,1
32192,2025-01-20,345,Third-party Delivery,1
24960,2025-01-20,345,Third-party Delivery,1
15858,2025-01-20,345,Takeaway,1
8114,2025-01-20,345,Dine-in,1
42270,2025-01-21,344,Website/App,1
10778,2025-01-21,344,Website/App,1
40200,2025-01-21,344,Takeaway,1
49007,2025-01-21,344,Website/App,1
21568,2025-01-21,344,Third-party Delivery,1
45722,2025-01-21,344,Takeaway,1
46929,2025-01-21,344,Takeaway,1
21291,2025-01-21,344,Takeaway,2
10833,2025-01-21,344,Website/App,1
35972,2025-01-21,344,Dine-in,1
10404,2025-01-21,344,Dine-in,1
23467,2025-01-21,344,Dine-in,2
22944,2025-01-21,344,Takeaway,1
182,2025-01-21,344,Dine-in,1
25911,2025-01-21,344,Dine-in,1
26449,2025-01-21,344,Dine-in,1
13496,2025-01-21,344,Dine-in,2
48531,2025-01-21,344,Takeaway,1
32637,2025-01-21,344,Website/App,1
33606,2025-01-21,344,Dine-in,1
46371,2025-01-21,344,Dine-in,2
40907,2025-01-21,344,Takeaway,1
7026,2025-01-21,344,Website/App,1
24052,2025-01-21,344,Takeaway,1
31265,2025-01-21,344,Website/App,1
16235,2025-01-21,344,Takeaway,1
14120,2025-01-21,344,Website/App,1
7777,2025-01-21,344,Takeaway,1
451,2025-01-21,344,Dine-in,2
44374,2025-01-21,344,Takeaway,2
35784,2025-01-21,344,Website/App,1
48903,2025-01-21,344,Takeaway,1
39810,2025-01-21,344,Dine-in,1
21526,2025-01-21,344,Third-party Delivery,1
45572,2025-01-22,343,Takeaway,1
48818,2025-01-22,343,Website/App,1
40977,2025-01-22,343,Dine-in,1
8533,2025-01-22,343,Takeaway,1
884,2025-01-22,343,Takeaway,1
4864,2025-01-22,343,Takeaway,1
17966,2025-01-22,343,Third-party Delivery,1
45477,2025-01-22,343,Website/App,1
29883,2025-01-22,343,Third-party Delivery,2
12621,2025-01-22,343,Website/App,1
